Lap,Time_s,AccelX_g,MotorRPM,Speed_mps,LongitudinalForce_N,AeroDragMagnitude_N,RequiredBrakingMagnitude_N,AvailableRegenMagnitude_N,AppliedRegenForce_N,FrictionBrakeForce_N
1,0,0.231,245.75,1.142,588.961989,0.217105076,0,3839.660513,0,0
1,0.01,0.325,291.5,1.28,828.626175,0.272745573,0,3831.585563,0,0
1,0.02,0.415,341.75,1.437,1058.091885,0.343756807,0,3822.716356,0,0
1,0.03,0.499,388,1.607,1272.259881,0.429902058,0,3814.553156,0,0
1,0.04,0.578,433.75,1.795,1473.679782,0.536372713,0,3806.478207,0,0
1,0.05,0.649,478,1.984,1654.702731,0.655271238,0,3798.66801,0,0
1,0.06,0.709,532.25,2.169,1807.679871,0.783171499,0,3789.092796,0,0
1,0.07,0.754,578,2.342,1922.412726,0.913085722,0,3781.017847,0,0
1,0.08,0.786,626,2.518,2004.000534,1.055478088,0,3772.545769,0,0
1,0.09,0.806,678.25,2.682,2054.992914,1.19744429,0,3763.323559,0,0
1,0.1,0.816,732.5,2.849,2080.489104,1.351209434,0,3753.748346,0,0
1,0.11,0.819,790.5,3.014,2088.137961,1.512252344,0,3743.511251,0,0
1,0.12,0.82,851,3.194,2090.68758,1.698273347,0,3732.832903,0,0
1,0.13,0.823,915.5,3.386,2098.336437,1.908585754,0,3721.448548,0,0
1,0.14,0.832,980.25,3.451,2121.283008,1.982566159,0,3710.020068,0,0
1,0.15,0.848,1043.25,3.657,2162.076912,2.226320529,0,3698.900465,0,0
1,0.16,0.869,1101.5,3.873,2215.618911,2.497081771,0,3688.619245,0,0
1,0.17,0.891,1171,4.094,2271.710529,2.790187874,0,3676.352382,0,0
1,0.18,0.913,1227,4.318,2327.802147,3.103866591,0,3666.468291,0,0
1,0.19,0.934,1292.25,4.544,2381.344146,3.437276079,0,3654.95156,0,0
1,0.2,0.952,1348,4.771,2427.237288,3.789279178,0,3645.111594,0,0
1,0.21,0.968,1410.75,5,2468.031192,4.16176716,0,3634.036117,0,0
1,0.22,0.98,1471.5,5.229,2498.62662,4.551714921,0,3623.313644,0,0
1,0.23,0.99,1542,5.455,2524.12281,4.953672377,0,3610.870279,0,0
1,0.24,0.997,1608.5,5.684,2541.970143,5.378310965,0,3599.132921,0,0
1,0.25,1.003,1677,5.912,2557.267857,5.818440815,0,3587.042559,0,0
1,0.26,1.008,1747.5,6.145,2570.015952,6.286103751,0,3574.599195,0,0
1,0.27,1.013,1816,6.376,2582.764047,6.767595408,0,3562.508833,0,0
1,0.28,1.016,1888.75,6.605,2590.412904,7.262454327,0,3549.66834,0,0
1,0.29,1.019,1954.5,6.842,2598.061761,7.79298625,0,3538.063358,0,0
1,0.3,1.022,2028.75,7.076,2605.710618,8.335149979,0,3524.958112,0,0
1,0.31,1.025,2103,7.311,2613.359475,8.897978214,0,3511.852866,0,0
1,0.32,1.028,2166.5,7.553,2621.008332,9.496787923,0,3500.645013,0,0
1,0.33,1.034,2234.75,7.796,2636.306046,10.11769145,0,3488.598777,0,0
1,0.34,1.04,2299.5,8.038,2651.60376,10.75557849,0,3477.170297,0,0
1,0.35,1.047,2367.25,8.286,2669.451093,11.42951043,0,3465.212311,0,0
1,0.36,1.054,2432,8.528,2687.298426,12.10687765,0,3453.783831,0,0
1,0.37,1.061,2494,8.775,2705.145759,12.8183469,0,3442.84073,0,0
1,0.38,1.067,2563,9.017,2720.443473,13.53511374,0,3430.662118,0,0
1,0.39,1.071,2634,9.259,2730.641949,14.27137896,0,3418.130502,0,0
1,0.4,1.073,2705.25,9.505,2735.741187,15.03979833,0,3405.554762,0,0
1,0.41,1.076,2773.5,9.747,2743.390044,15.81538259,0,3393.508526,0,0
1,0.42,1.078,2851.5,9.994,2748.489282,16.62709815,0,3379.741399,0,0
1,0.43,1.081,2924.25,10.234,2756.138139,17.43526672,0,3366.900905,0,0
1,0.44,1.084,3005.5,10.485,2763.786996,18.30099237,0,3352.560148,0,0
1,0.45,1.088,3120.25,10.723,2773.985472,19.14125382,0,3332.306586,0,0
1,0.46,1.089,3216,10.974,2776.535091,20.04784436,0,3315.406556,0,0
1,0.47,1.091,3321.75,11.225,2781.634329,20.97541053,0,3296.741509,0,0
1,0.48,1.094,3413.5,11.477,2789.283186,21.92777335,0,3280.547484,0,0
1,0.49,1.099,3494.25,11.742,2802.031281,22.95207331,0,3266.294978,0,0
1,0.5,1.105,3579.75,11.994,2817.328995,23.94781306,0,3251.204089,0,0
1,0.51,1.112,3670.5,12.262,2835.176328,25.02997373,0,3235.186566,0,0
1,0.52,1.118,3776.25,12.52,2850.474042,26.09434668,0,3216.521519,0,0
1,0.53,1.125,3909.25,12.787,2868.321375,27.21918395,0,3193.046803,0,0
1,0.54,1.13,4088.75,13.056,2881.06947,28.37644938,0,3161.364761,0,0
1,0.55,1.131,4250,13.312,2883.619089,29.50016113,0,3132.903874,0,0
1,0.56,1.132,4419.5,13.585,2886.168708,30.72253557,0,3102.986848,0,0
1,0.57,1.134,4579.5,13.842,2891.267946,31.89594399,0,3074.746588,0,0
1,0.58,1.138,4704.25,14.105,2901.466422,33.11951369,0,3052.72801,0,0
1,0.59,1.14,4852.5,14.36,2906.56566,34.32785366,0,3026.561644,0,0
1,0.6,1.138,4996.75,14.614,2901.466422,35.55297736,0,3001.101284,0,0
1,0.61,1.132,5152.75,14.857,2886.168708,36.74514936,0,2973.56703,0,0
1,0.62,1.124,5319.5,15.097,2865.771756,37.94190046,0,2944.135384,0,0
1,0.63,1.114,5487.25,15.35,2840.275566,39.22423931,0,2914.527236,0,0
1,0.64,1.107,5657.25,15.604,2822.428233,40.53308445,0,2884.521959,0,0
1,0.65,1.104,5834.75,15.858,2814.779376,41.86340964,0,2853.192921,0,0
1,0.66,1.104,6029.25,16.115,2814.779376,43.23130942,0,2818.863354,0,0
1,0.67,1.104,6204.25,16.362,2814.779376,44.56670714,0,2787.97557,0,0
1,0.68,1.105,6358.5,16.621,2817.328995,45.98879912,0,2760.750194,0,0
1,0.69,1.105,6515.75,16.884,2817.328995,47.45570802,0,2732.995313,0,0
1,0.7,1.105,6653,17.144,2817.328995,48.92852079,0,2708.770465,0,0
1,0.71,1.107,6753.5,17.41,2822.428233,50.45861346,0,2691.032051,0,0
1,0.72,1.113,6875.75,17.669,2837.725947,51.97107639,0,2669.454727,0,0
1,0.73,1.12,6990.5,17.931,2855.57328,53.52378178,0,2649.201166,0,0
1,0.74,1.125,7109,18.202,2868.321375,55.1538699,0,2628.285723,0,0
1,0.75,1.128,7281,18.45,2875.970232,56.66703783,0,2597.927443,0,0
1,0.76,1.126,7446.5,18.696,2870.870994,58.18823298,0,2568.716424,0,0
1,0.77,1.122,7617.25,18.956,2860.672518,59.81790109,0,2538.578771,0,0
1,0.78,1.117,7796.5,19.201,2847.924423,61.37414648,0,2506.940854,0,0
1,0.79,1.112,7986,19.447,2835.176328,62.95685122,0,2473.493796,0,0
1,0.8,1.106,8158,19.693,2819.878614,64.55970423,0,2443.135516,0,0
1,0.81,1.1,8332.5,19.94,2804.5809,66.18934421,0,2412.335982,0,0
1,0.82,1.093,8527.5,20.178,2786.733567,67.77882031,0,2377.918165,0,0
1,0.83,1.085,8731.5,20.421,2766.336615,69.42114636,0,2341.911833,0,0
1,0.84,1.079,8905.75,20.676,2751.038901,71.16571503,0,2311.156425,0,0
1,0.85,1.077,9104,20.917,2745.939663,72.83440271,0,2276.164977,0,0
1,0.86,1.078,9324,21.163,2748.489282,74.55765399,0,2237.33462,0,0
1,0.87,1.08,9538,21.417,2753.58852,76.35808773,0,2199.563271,0,0
1,0.88,1.082,9733.25,21.671,2758.687758,78.18000152,0,2165.101329,0,0
1,0.89,1.086,9948.5,21.915,2768.886234,79.95041461,0,2127.109354,0,0
1,0.9,1.093,10121,22.184,2786.733567,81.92519493,0,2096.662823,0,0
1,0.91,1.104,10304.25,22.463,2814.779376,83.9988392,0,2064.3189,0,0
1,0.92,1.116,10493.5,22.742,2845.374804,86.09839996,0,2030.915967,0,0
1,0.93,1.125,10625.75,22.985,2868.321375,87.94816579,0,2007.573627,0,0
1,0.94,1.131,10757,23.243,2883.619089,89.93363237,0,1984.407788,0,0
1,0.95,1.134,10867.25,23.511,2891.267946,92.01952206,0,1964.948484,0,0
1,0.96,1.132,10966.75,23.771,2886.168708,94.06599948,0,1947.386572,0,0
1,0.97,1.127,11106.25,24.022,2873.420613,96.06298899,0,1922.764595,0,0
1,0.98,1.12,11262.75,24.263,2855.57328,98.00015593,0,1895.142091,0,0
1,0.99,1.113,11427.5,24.516,2837.725947,100.0545852,0,1866.063448,0,0
1,1,1.107,11577.5,24.768,2822.428233,102.1220792,0,1839.588204,0,0
1,1.01,1.104,11703.25,25.023,2814.779376,104.2357084,0,1817.393124,0,0
1,1.02,1.104,11812.75,25.277,2814.779376,106.3625711,0,1798.066196,0,0
1,1.03,1.106,11919.75,25.524,2819.878614,108.4514198,0,1779.180522,0,0
1,1.04,1.109,12025.25,25.781,2827.527471,110.6463999,0,1760.5596,0,0
1,1.05,1.109,12146.25,26.022,2827.527471,112.7247071,0,1739.202903,0,0
1,1.06,1.103,12256.5,26.256,2812.229757,114.7611516,0,1719.743599,0,0
1,1.07,1.091,12368.25,26.496,2781.634329,116.8687504,0,1700.019542,0,0
1,1.08,1.076,12500.75,26.731,2743.390044,118.9510232,0,1676.633077,0,0
1,1.09,1.062,12638.5,26.981,2707.695378,121.1863916,0,1652.319978,0,0
1,1.1,1.05,12791,27.217,2677.09995,123.3156728,0,1625.40348,0,0
1,1.11,1.038,12888.25,27.461,2646.504522,125.5366302,0,1608.238696,0,0
1,1.12,1.029,12957.25,27.697,2623.557951,127.703627,0,1596.060084,0,0
1,1.13,1.022,12972.75,27.943,2605.710618,129.9821846,0,1593.324309,0,0
1,1.14,1.017,12996.5,28.186,2592.962523,132.252736,0,1589.132395,0,0
1,1.15,1.015,12954.5,28.439,2587.863285,134.6376159,0,1596.545464,0,0
1,1.16,1.016,12897.75,28.72,2590.412904,137.3114146,0,1606.561931,0,0
1,1.17,1.023,12839.5,28.982,2608.260237,139.8281058,0,1616.843151,0,0
1,1.18,1.034,12815.75,29.246,2636.306046,142.3871252,0,1621.035064,0,0
1,1.19,1.044,12808.75,29.477,2661.802236,144.6453022,0,1622.270576,0,0
1,1.2,1.051,12741,29.731,2679.649569,147.1488269,0,1634.228561,0,0
1,1.21,1.058,12679.5,29.982,2697.496902,149.6438834,0,1645.083411,0,0
1,1.22,1.066,12608,30.251,2717.893854,152.3411541,0,1657.703277,0,0
1,1.23,1.075,12605.5,30.5,2740.840425,154.859356,0,1658.144531,0,0
1,1.24,1.082,12629,30.758,2758.687758,157.4903527,0,1653.996743,0,0
1,1.25,1.089,12659.5,31.001,2776.535091,159.988651,0,1648.613444,0,0
1,1.26,1.098,12701.75,31.245,2799.481662,162.5170118,0,1641.15625,0,0
1,1.27,1.107,12778.25,31.485,2822.428233,165.0232613,0,1627.653875,0,0
1,1.28,1.115,12848.5,31.708,2842.825185,167.3691727,0,1615.254636,0,0
1,1.29,1.121,12926.25,31.964,2858.122899,170.0826502,0,1601.531635,0,0
1,1.3,1.123,13046,32.188,2863.222137,172.4748419,0,1580.395565,0,0
1,1.31,1.121,13177.25,32.407,2858.122899,174.829787,0,1557.229726,0,0
1,1.32,1.114,13311.25,32.644,2840.275566,177.3962801,0,1533.578508,0,0
1,1.33,1.102,13396.25,32.871,2809.680138,179.8720163,0,1518.57587,0,0
1,1.34,1.083,13423.25,33.097,2761.237377,182.3538892,0,1513.810326,0,0
1,1.35,1.062,13403.75,33.332,2707.695378,184.9526322,0,1517.252108,0,0
1,1.36,1.043,13332.75,33.584,2659.252617,187.7597995,0,1529.783723,0,0
1,1.37,1.03,13274.25,33.823,2626.10757,190.4416877,0,1540.109068,0,0
1,1.38,1.022,13162.75,34.061,2605.710618,193.1312533,0,1559.789,0,0
1,1.39,1.017,13082,34.296,2592.962523,195.805421,0,1574.041506,0,0
1,1.4,1.013,13020.5,34.538,2582.764047,198.578461,0,1584.896356,0,0
1,1.41,1.012,12985,34.778,2580.214428,201.3478407,0,1591.162164,0,0
1,1.42,1.013,12935,35.011,2582.764047,204.0547934,0,1599.987245,0,0
1,1.43,1.015,12879.75,35.26,2587.863285,206.9676108,0,1609.73896,0,0
1,1.44,1.018,12853,35.503,2595.512142,209.8301423,0,1614.460379,0,0
1,1.45,1.024,12865.75,35.749,2610.809856,212.7480392,0,1612.209983,0,0
1,1.46,1.035,12887.5,35.991,2638.855665,215.6381501,0,1608.371073,0,0
1,1.47,1.051,12860.5,36.243,2679.649569,218.6684106,0,1613.136617,0,0
1,1.48,1.068,12816.25,36.504,2722.993092,221.8291841,0,1620.946814,0,0
1,1.49,1.081,12774.75,36.734,2756.138139,224.6333395,0,1628.271631,0,0
1,1.5,1.092,12729.5,37.001,2784.183948,227.9106887,0,1636.25833,0,0
1,1.51,1.102,12647.5,37.27,2809.680138,231.2365897,0,1650.731463,0,0
1,1.52,1.111,12563.5,37.523,2832.626709,234.3866528,0,1665.5576,0,0
1,1.53,1.119,12490,37.772,2853.023661,237.5077209,0,1678.530469,0,0
1,1.54,1.133,12391.25,38.084,2888.718327,241.4475947,0,1695.960005,0,0
1,1.55,1.155,12315.25,38.355,2944.809945,244.8960298,0,1709.374129,0,0
1,1.56,1.177,12332,38.591,3000.901563,247.9190136,0,1706.417726,0,0
1,1.57,1.188,12313,38.816,3028.947372,250.8183628,0,1709.771257,0,0
1,1.58,1.188,12324,39.059,3028.947372,253.9685916,0,1707.829739,0,0
1,1.59,1.182,12337,39.312,3013.649658,257.2693496,0,1705.535218,0,0
1,1.6,1.173,12371.75,39.595,2990.703087,260.9867534,0,1699.401787,0,0
1,1.61,1.161,12424.25,39.813,2960.107659,263.8685181,0,1690.135451,0,0
1,1.62,1.147,12439,40.049,2924.412993,267.006063,0,1687.532052,0,0
1,1.63,1.125,12448.5,40.254,2868.321375,269.7465226,0,1685.855287,0,0
1,1.64,1.096,12476.5,40.47,2794.382424,272.6491694,0,1680.913241,0,0
1,1.65,1.068,12525.5,40.705,2722.993092,275.8247851,0,1672.264661,0,0
1,1.66,1.044,12583.75,40.924,2661.802236,278.8007401,0,1661.983442,0,0
1,1.67,1.025,12628,41.151,2613.359475,281.9022596,0,1654.173245,0,0
1,1.68,1.01,12576.5,41.366,2575.11519,284.8556418,0,1663.263079,0,0
1,1.69,1.003,12447.75,41.623,2557.267857,288.4061574,0,1685.987663,0,0
1,1.7,1.005,12371.25,41.879,2562.367095,291.9647201,0,1699.490037,0,0
1,1.71,1.012,12354.5,42.097,2580.214428,295.0122603,0,1702.44644,0,0
1,1.72,1.017,12313.75,42.315,2592.962523,298.0756232,0,1709.638881,0,0
1,1.73,1.015,12300.5,42.537,2587.863285,301.2114555,0,1711.977528,0,0
1,1.74,1.009,12319,42.734,2572.565571,304.0078946,0,1708.712247,0,0
1,1.75,1.002,12339.75,42.987,2554.718238,307.6182131,0,1705.049839,0,0
1,1.76,1,12370,43.256,2549.619,311.4802276,0,1699.710664,0,0
1,1.77,1.004,12454.75,43.469,2559.817476,314.5553449,0,1684.752152,0,0
1,1.78,1.007,12496.75,43.653,2567.466333,317.2239446,0,1677.339083,0,0
1,1.79,1.006,12499.5,43.866,2564.916714,320.3272157,0,1676.853704,0,0
1,1.8,1.007,12511.75,44.109,2567.466333,323.8860136,0,1674.691559,0,0
1,1.81,1.011,12542.25,44.359,2577.664809,327.5678457,0,1669.308259,0,0
1,1.82,1.019,12547.75,44.631,2598.061761,331.5973153,0,1668.3375,0,0
1,1.83,1.033,12574.5,44.849,2633.756427,334.8445991,0,1663.616082,0,0
1,1.84,1.045,12580.75,45.026,2664.351855,337.4927939,0,1662.512947,0,0
1,1.85,1.048,12568,45.227,2672.000712,340.5127142,0,1664.763342,0,0
1,1.86,1.039,12614,45.416,2649.054141,343.3646112,0,1656.644268,0,0
1,1.87,1.021,12697,45.559,2603.160999,345.5302991,0,1641.994632,0,0
1,1.88,0.996,12759.5,45.748,2539.420524,348.4030876,0,1630.963281,0,0
1,1.89,0.969,12850.5,45.963,2470.580811,351.6855341,0,1614.901633,0,0
1,1.9,0.945,12936.25,46.167,2409.389955,354.8142708,0,1599.766618,0,0
1,1.91,0.926,12978.75,46.374,2360.947194,358.0031811,0,1592.265299,0,0
1,1.92,0.91,13017,46.592,2320.15329,361.3769739,0,1585.514112,0,0
1,1.93,0.897,13110.25,46.783,2287.008243,364.3459162,0,1569.055335,0,0
1,1.94,0.872,13200.25,46.877,2223.267768,365.8115307,0,1553.170189,0,0
1,1.95,0.82,13269.5,46.97,2090.68758,367.2644488,0,1540.947451,0,0
1,1.96,0.745,13312,46.987,1899.466155,367.5303472,0,1533.446132,0,0
1,1.97,0.674,13330.5,47.187,1718.443206,370.6657893,0,1530.180852,0,0
1,1.98,0.64,13369,47.396,1631.75616,373.9565564,0,1523.385539,0,0
1,1.99,0.649,13429,47.646,1654.702731,377.9119831,0,1512.795442,0,0
1,2,0.69,13467,47.911,1759.23711,382.1274546,0,1506.08838,0,0
1,2.01,0.755,13524,48.238,1924.962345,387.3614133,0,1496.027787,0,0
1,2.02,0.841,13556.75,48.538,2144.229579,392.1945234,0,1490.247359,0,0
1,2.03,0.946,13537.5,48.871,2411.939574,397.5943659,0,1493.645015,0,0
1,2.04,1.063,13563.25,49.181,2710.244997,402.6544289,0,1489.100098,0,0
1,2.05,1.178,13634,49.492,3003.451182,407.7629653,0,1476.612608,0,0
1,2.06,1.284,13709.75,49.87,3273.710796,414.0154105,0,1463.24261,0,0
1,2.07,1.387,13776,50.276,3536.321553,420.783988,0,1451.549377,0,0
1,2.08,1.496,13799.75,50.733,3814.230024,428.4684602,0,1447.357464,0,0
1,2.09,1.612,13808.5,51.199,4109.985828,436.3758698,0,1445.813074,0,0
1,2.1,1.728,13849,51.68,4405.741632,444.6136382,0,1438.664758,0,0
1,2.11,1.832,13875,52.144,4670.902008,452.633253,0,1434.075716,0,0
1,2.12,1.896,13833.75,52.473,4834.077624,458.3630064,0,1441.356408,0,0
1,2.13,1.879,13642,52.616,4790.734101,460.8646824,0,1475.200595,0,0
1,2.14,1.754,13426.25,52.526,4472.031726,459.2894069,0,1513.280821,0,0
1,2.15,1.52,13446,52.369,3875.42088,456.5478819,0,1509.794914,0,0
1,2.16,1.207,13495.5,52.184,3077.390133,453.3279551,0,1501.058084,0,0
1,2.17,0.866,13403.25,52.091,2207.970054,451.7135932,0,1517.340359,0,0
1,2.18,0.54,13322,52.012,1376.79426,450.3445154,0,1531.681116,0,0
1,2.19,0.246,13297.25,51.855,627.206274,447.6298582,0,1536.049531,0,0
1,2.2,-0.014,13230.75,51.709,-35.694666,445.1127641,0,1547.786889,0,0
1,2.21,-0.239,13165.5,51.533,-609.358941,442.0878932,167.2710478,1559.30362,-167.2710478,0
1,2.22,-0.431,13090.5,51.333,-1098.885789,438.6630585,660.2227305,1572.541242,-660.2227305,0
1,2.23,-0.59,13049.25,51.147,-1504.27521,435.4899141,1068.785296,1579.821934,-1068.785296,0
1,2.24,-0.719,13021.75,50.967,-1833.176061,432.4300963,1400.745965,1584.675729,-1400.745965,0
1,2.25,-0.817,12972.5,50.781,-2083.038723,429.2796173,1653.759106,1593.368434,-1593.368434,-60.3906714
1,2.26,-0.889,12929.25,50.577,-2266.611291,425.8374976,1840.773793,1601.00213,-1601.00213,-239.7716638
1,2.27,-0.94,12894,50.369,-2396.64186,422.3421512,1974.299709,1607.223812,-1607.223812,-367.0758968
1,2.28,-0.975,12853.5,50.155,-2485.878525,418.7610111,2067.117514,1614.372128,-1614.372128,-452.745386
1,2.29,-0.997,12820.75,49.953,-2541.970143,415.3946715,2126.575471,1620.152556,-1620.152556,-506.4229153
1,2.3,-1.004,12802,49.804,-2559.817476,412.9202857,2146.89719,1623.461962,-1623.461962,-523.4352286
1,2.31,-0.994,12780.75,49.626,-2534.321286,409.9739976,2124.347288,1627.212621,-1627.212621,-497.1346671
1,2.32,-0.97,12726.25,49.471,-2473.13043,407.417002,2065.713428,1636.83196,-1636.83196,-428.881468
1,2.33,-0.936,12704.25,49.337,-2386.443384,405.2128849,1981.230499,1640.714996,-1640.714996,-340.5155034
1,2.34,-0.894,12671,49.203,-2279.359386,403.014746,1876.34464,1646.583675,-1646.583675,-229.7609652
1,2.35,-0.844,12636.75,49.098,-2151.878436,401.2965013,1750.581935,1652.628856,-1652.628856,-97.95307916
1,2.36,-0.792,12625.75,48.86,-2019.298248,397.4154031,1621.882845,1654.570373,-1621.882845,0
1,2.37,-0.742,12610.5,48.732,-1891.817298,395.3358886,1496.481409,1657.262023,-1496.481409,0
1,2.38,-0.7,12558,48.596,-1784.7333,393.1323813,1391.600919,1666.528359,-1391.600919,0
1,2.39,-0.67,12507.5,48.466,-1708.24473,391.0318442,1317.212886,1675.441691,-1317.212886,0
1,2.4,-0.65,12454,48.338,-1657.25235,388.9691206,1268.283229,1684.884528,-1268.283229,0
1,2.41,-0.636,12410.5,48.212,-1621.557684,386.9439548,1234.613729,1692.562349,-1234.613729,0
1,2.42,-0.626,12359.25,48.096,-1596.061494,385.0841895,1210.977304,1701.608057,-1210.977304,0
1,2.43,-0.621,12315.75,47.968,-1583.313399,383.037234,1200.276165,1709.285878,-1200.276165,0
1,2.44,-0.626,12225.75,47.833,-1596.061494,380.8842462,1215.177248,1725.171024,-1215.177248,0
1,2.45,-0.646,12169,47.627,-1647.053874,377.6106401,1269.443234,1735.187491,-1269.443234,0
1,2.46,-0.684,12107.25,47.428,-1743.939396,374.4616897,1369.477706,1746.086467,-1369.477706,0
1,2.47,-0.733,12059,47.234,-1868.870727,371.4045508,1497.466176,1754.60267,-1497.466176,0
1,2.48,-0.782,11974.5,47.051,-1993.802058,368.5322397,1625.269818,1769.517058,-1625.269818,0
1,2.49,-0.827,11906.75,46.877,-2108.534913,365.8115307,1742.723382,1781.475043,-1742.723382,0
1,2.5,-0.867,11824.75,46.657,-2210.519673,362.3859835,1848.133689,1795.948176,-1795.948176,-52.18551305
1,2.51,-0.906,11761.75,46.423,-2309.954814,358.7601321,1951.194682,1807.067779,-1807.067779,-144.126903
1,2.52,-0.944,11705.75,46.211,-2406.840336,355.4909129,2051.349423,1816.95187,-1816.95187,-234.3975531
1,2.53,-0.976,11584.5,45.996,-2488.428144,352.1907139,2136.23743,1838.352692,-1838.352692,-297.8847378
1,2.54,-0.998,11512.75,45.781,-2544.519762,348.9059052,2195.613857,1851.016684,-1851.016684,-344.5971729
1,2.55,-1.012,11468.25,45.295,-2580.214428,341.5374238,2238.677004,1858.871006,-1858.871006,-379.8059978
1,2.56,-1.022,11416.5,45.043,-2605.710618,337.7476893,2267.962929,1868.004966,-1868.004966,-399.9579631
1,2.57,-1.033,11342,44.795,-2633.756427,334.0387518,2299.717675,1881.154337,-1881.154337,-418.5633385
1,2.58,-1.046,11241,44.534,-2666.901474,330.1575095,2336.743964,1898.981001,-1898.981001,-437.7629634
1,2.59,-1.059,11181,44.284,-2700.046521,326.4611111,2373.58541,1909.571099,-1909.571099,-464.0143112
1,2.6,-1.07,11125,44.026,-2728.09233,322.6682464,2405.424084,1919.45519,-1919.45519,-485.9688939
1,2.61,-1.079,11016,43.788,-2751.038901,319.1890536,2431.849847,1938.693867,-1938.693867,-493.1559803
1,2.62,-1.08,10892.75,43.586,-2753.58852,316.2509213,2437.337599,1960.447693,-1960.447693,-476.8899062
1,2.63,-1.069,10844,43.369,-2725.542711,313.1097468,2412.432964,1969.052147,-1969.052147,-443.3808174
1,2.64,-1.048,10793.75,43.173,-2672.000712,310.2860324,2361.71468,1977.921354,-1977.921354,-383.793326
1,2.65,-1.016,10754.25,42.989,-2590.412904,307.6468381,2282.766066,1984.893168,-1984.893168,-297.8728981
1,2.66,-0.976,10791.75,42.799,-2488.428144,304.9334125,2183.494732,1978.274357,-1978.274357,-205.2203747
1,2.67,-0.936,10862.25,42.596,-2386.443384,302.0476123,2084.395772,1965.830992,-1965.830992,-118.5647795
1,2.68,-0.898,10884.25,42.407,-2289.557862,299.3731664,1990.184696,1961.947956,-1961.947956,-28.23673925
1,2.69,-0.862,10854.25,42.223,-2197.771578,296.7808982,1900.99068,1967.243005,-1900.99068,0
1,2.7,-0.828,10822.5,42.037,-2111.084532,294.1719096,1816.912622,1972.846932,-1816.912622,0
1,2.71,-0.796,10717,41.854,-2029.496724,291.6162428,1737.880481,1991.467853,-1737.880481,0
1,2.72,-0.765,10663.75,41.67,-1950.458535,289.0578521,1661.400683,2000.866565,-1661.400683,0
1,2.73,-0.732,10742,41.5,-1866.321108,286.7041397,1579.616968,1987.055313,-1579.616968,0
1,2.74,-0.691,10925.75,41.385,-1761.786729,285.1173785,1476.66935,1954.623139,-1476.66935,0
1,2.75,-0.633,11123,41.097,-1613.908827,281.162898,1332.745929,1919.808193,-1332.745929,0
1,2.76,-0.547,11282,41.128,-1394.641593,281.5872276,1113.054365,1891.744434,-1113.054365,0
1,2.77,-0.426,11370.5,41.216,-1086.137694,282.7935195,803.3441745,1876.12404,-803.3441745,0
1,2.78,-0.277,11374.25,41.311,-706.244463,284.0986605,422.1458025,1875.462159,-422.1458025,0
1,2.79,-0.115,11394,41.403,-293.206185,285.3654505,7.840734499,1871.976252,-7.840734499,0
1,2.8,0.042,11454.75,41.463,107.083998,286.1931361,0,1861.253778,0,0
1,2.81,0.18,11490.75,41.5,458.93142,286.7041397,0,1854.89972,0,0
1,2.82,0.294,11491,41.548,749.587986,287.3677424,0,1854.855594,0,0
1,2.83,0.379,11513.25,41.572,966.305601,287.6998315,0,1850.928433,0,0
1,2.84,0.431,11551.5,41.544,1098.885789,287.3124129,0,1844.177246,0,0
1,2.85,0.448,11562,41.535,1142.229312,287.1879409,0,1842.323979,0,0
1,2.86,0.44,11575,41.531,1121.83236,287.1326287,0,1840.029458,0,0
1,2.87,0.418,11538.5,41.555,1065.740742,287.4645819,0,1846.471767,0,0
1,2.88,0.389,11505,41.597,991.801791,288.0459615,0,1852.384572,0,0
1,2.89,0.357,11475,41.612,910.213983,288.2537394,0,1857.67962,0,0
1,2.9,0.321,11408.75,41.613,818.427699,288.2675939,0,1869.372853,0,0
1,2.91,0.279,11310.25,41.59,711.343701,287.9490241,0,1886.758263,0,0
1,2.92,0.23,11223.75,41.507,586.41237,286.8008673,0,1902.025654,0,0
1,2.93,0.171,11206.25,41.395,435.984849,285.255183,0,1905.114433,0,0
1,2.94,0.102,11175.75,41.127,260.061138,281.5735346,0,1910.497732,0,0
1,2.95,0.034,11166.25,41.043,86.687046,280.4245073,0,1912.174498,0,0
1,2.96,-0.024,11166.25,40.98,-61.190856,279.5642785,0,1912.174498,0,0
1,2.97,-0.067,11154.75,40.907,-170.824473,278.5691582,0,1914.204266,0,0
1,2.98,-0.093,11159.5,40.845,-237.114567,277.7253809,0,1913.365884,0,0
1,2.99,-0.106,11158.5,40.756,-270.259614,276.5163894,0,1913.542385,0,0
1,3,-0.114,11147.25,40.665,-290.656566,275.2829563,15.37360972,1915.528029,-15.37360972,0
1,3.01,-0.121,11135,40.6,-308.503899,274.4036207,34.10027834,1917.690173,-34.10027834,0
1,3.02,-0.129,11140,40.519,-328.900851,273.3098019,55.59104913,1916.807665,-55.59104913,0
1,3.03,-0.134,11160,40.451,-341.648946,272.3932209,69.25572507,1913.277633,-69.25572507,0
1,3.04,-0.139,11151.5,40.368,-354.397041,271.2765394,83.12050161,1914.777897,-83.12050161,0
1,3.05,-0.143,11149.25,40.297,-364.595517,270.323126,94.27239102,1915.175025,-94.27239102,0
1,3.06,-0.149,11180,40.205,-379.893231,269.0902134,110.8030176,1909.7476,-110.8030176,0
1,3.07,-0.158,11208.25,40.09,-402.839802,267.5530356,135.2867664,1904.761429,-135.2867664,0
