time,dt_s,speed_mps,motor_rpm,drive_torque_per_motor_Nm,regen_torque_per_motor_Nm,torque_per_motor_Nm,total_motor_torque_Nm,friction_brake_force_N
746.6673,0.0237,21.0694,12842,1.9335,0,1.9335,7.7339,0
746.6911,0.0237,21.0859,12852,1.7785,0,1.7785,7.1141,0
746.7148,0.0237,21.0955,12858,1.4026,0,1.4026,5.6105,0
746.7385,0.0237,21.094,12857,1.1722,0,1.1722,4.6888,0
746.7622,0.0237,21.0921,12856,1.3369,0,1.3369,5.3475,0
746.7859,0.0237,21.1004,12861,1.8148,0,1.8148,7.2593,0
746.8096,0.0237,21.1214,12874,2.105,0,2.105,8.4201,0
746.8333,0.0236,21.1433,12887,1.8654,0,1.8654,7.4617,0
746.8569,0.0236,21.1522,12893,1.3095,0,1.3095,5.2381,0
746.8805,0.0236,21.1465,12889,0.9201,0,0.9201,3.6806,0
746.9042,0.0237,21.1384,12884,1.2596,0,1.2596,5.0386,0
746.9278,0.0236,21.1478,12890,1.9173,0,1.9173,7.6692,0
746.9515,0.0236,21.171,12904,2.3355,0,2.3355,9.3419,0
746.9751,0.0236,21.1982,12921,2.2504,0,2.2504,9.0018,0
746.9987,0.0236,21.2117,12929,1.7773,0,1.7773,7.1093,0
747.0223,0.0236,21.2163,12932,1.5796,0,1.5796,6.3182,0
747.0458,0.0236,21.2202,12934,1.8894,0,1.8894,7.5577,0
747.0694,0.0235,21.2319,12941,2.2098,0,2.2098,8.839,0
747.0929,0.0235,21.2501,12952,2.6642,0,2.6642,10.6566,0
747.1165,0.0235,21.2732,12966,2.7846,0,2.7846,11.1384,0
747.14,0.0235,21.2923,12978,2.5708,0,2.5708,10.2832,0
747.1635,0.0235,21.3002,12983,2.472,0,2.472,9.8878,0
747.1869,0.0235,21.3036,12985,2.7933,0,2.7933,11.1734,0
747.2104,0.0235,21.3126,12990,3.2163,0,3.2163,12.8652,0
747.2339,0.0234,21.3322,13002,3.3329,0,3.3329,13.3316,0
747.2573,0.0234,21.3502,13013,3.2878,0,3.2878,13.1513,0
747.2807,0.0234,21.3659,13023,3.6502,0,3.6502,14.6008,0
747.3041,0.0234,21.3857,13035,3.7826,0,3.7826,15.1306,0
747.3275,0.0234,21.4104,13050,3.623,0,3.623,14.4921,0
747.3509,0.0233,21.4297,13062,3.213,0,3.213,12.8519,0
747.3742,0.0233,21.444,13071,3.0283,0,3.0283,12.1132,0
747.3975,0.0233,21.4551,13077,3.0876,0,3.0876,12.3506,0
747.4208,0.0233,21.4714,13087,2.8369,0,2.8369,11.3478,0
747.4441,0.0233,21.4933,13101,3.0959,0,3.0959,12.3835,0
747.4674,0.0232,21.519,13116,3.1192,0,3.1192,12.477,0
747.4906,0.0232,21.5454,13132,2.9964,0,2.9964,11.9856,0
747.5138,0.0232,21.5661,13145,2.7829,0,2.7829,11.1317,0
747.537,0.0232,21.5808,13154,2.4476,0,2.4476,9.7903,0
747.5602,0.0232,21.591,13160,2.4881,0,2.4881,9.9523,0
747.5833,0.0231,21.6011,13166,2.4043,0,2.4043,9.6174,0
747.6065,0.0231,21.6117,13173,2.2307,0,2.2307,8.9226,0
747.6296,0.0231,21.623,13180,2.2191,0,2.2191,8.8766,0
747.6527,0.0231,21.6414,13191,2.2716,0,2.2716,9.0864,0
747.6758,0.0231,21.6606,13203,2.0953,0,2.0953,8.3811,0
747.6989,0.0231,21.6746,13211,1.5978,0,1.5978,6.3913,0
747.722,0.0231,21.6759,13212,1.1919,0,1.1919,4.7677,0
747.745,0.0231,21.6736,13210,1.2112,0,1.2112,4.8447,0
747.7681,0.0231,21.6746,13211,1.3338,0,1.3338,5.3351,0
747.7912,0.0231,21.6777,13213,1.4237,0,1.4237,5.6949,0
747.8142,0.0231,21.6821,13216,1.329,0,1.329,5.3159,0
747.8373,0.0231,21.6829,13216,1.2542,0,1.2542,5.0168,0
747.8604,0.0231,21.6842,13217,1.3757,0,1.3757,5.5029,0
747.8834,0.0231,21.6906,13221,1.4686,0,1.4686,5.8744,0
747.9065,0.023,21.6958,13224,1.3847,0,1.3847,5.5387,0
747.9295,0.023,21.6985,13226,1.1827,0,1.1827,4.7308,0
747.9526,0.023,21.6946,13223,1.0431,0,1.0431,4.1725,0
747.9756,0.0231,21.6909,13221,1.2042,0,1.2042,4.8168,0
747.9987,0.023,21.6942,13223,1.6688,0,1.6688,6.6751,0
748.0217,0.023,21.7108,13233,1.8491,0,1.8491,7.3965,0
748.0447,0.023,21.7221,13240,1.508,0,1.508,6.032,0
748.0678,0.023,21.7238,13241,1.1921,0,1.1921,4.7685,0
748.0908,0.023,21.7202,13239,1.2804,0,1.2804,5.1218,0
748.1138,0.023,21.7255,13242,1.5542,0,1.5542,6.2166,0
748.1368,0.023,21.7349,13248,1.5814,0,1.5814,6.3256,0
748.1598,0.023,21.7413,13252,1.2843,0,1.2843,5.1374,0
748.1828,0.023,21.7376,13249,0.719,0,0.719,2.8759,0
748.2058,0.023,21.7185,13238,0.387,0,0.387,1.5481,0
748.2288,0.023,21.6997,13226,0.5204,0,0.5204,2.0815,0
748.2519,0.0231,21.6868,13219,0.9232,0,0.9232,3.6927,0
748.2749,0.0231,21.6866,13218,1.2012,0,1.2012,4.8049,0
748.298,0.0231,21.6865,13218,1.1126,0,1.1126,4.4505,0
748.321,0.0231,21.6821,13216,0.7178,0,0.7178,2.8711,0
748.3441,0.0231,21.6638,13204,0.5577,0,0.5577,2.2306,0
748.3672,0.0231,21.6522,13197,0.8783,0,0.8783,3.5131,0
748.3903,0.0231,21.6488,13195,1.2654,0,1.2654,5.0615,0
748.4134,0.0231,21.6549,13199,1.3023,0,1.3023,5.209,0
748.4365,0.0231,21.6527,13198,0.9354,0,0.9354,3.7417,0
748.4596,0.0231,21.6419,13191,0.5484,0,0.5484,2.1936,0
748.4827,0.0231,21.6225,13179,0.3148,0,0.3148,1.2592,0
748.5058,0.0231,21.6012,13166,0.4993,0,0.4993,1.9971,0
748.5289,0.0232,21.5903,13160,1.0456,0,1.0456,4.1825,0
748.5521,0.0232,21.5926,13161,1.4338,0,1.4338,5.7351,0
748.5752,0.0231,21.5986,13165,1.3632,0,1.3632,5.453,0
748.5984,0.0232,21.5969,13164,0.9413,0,0.9413,3.7651,0
748.6215,0.0232,21.5856,13157,0.5971,0,0.5971,2.3883,0
748.6447,0.0232,21.5673,13146,0.4111,0,0.4111,1.6442,0
748.6679,0.0232,21.5484,13134,0.5992,0,0.5992,2.3969,0
748.6911,0.0232,21.5396,13129,1.1478,0,1.1478,4.5911,0
748.7143,0.0232,21.5452,13132,1.7363,0,1.7363,6.9452,0
748.7375,0.0232,21.5609,13142,1.7564,0,1.7564,7.0257,0
748.7607,0.0232,21.5632,13143,1.1604,0,1.1604,4.6415,0
748.7839,0.0232,21.5533,13137,0.7597,0,0.7597,3.0386,0
748.8071,0.0232,21.5412,13130,0.9743,0,0.9743,3.8974,0
748.8303,0.0232,21.5399,13129,1.199,0,1.199,4.796,0
748.8535,0.0232,21.5389,13128,1.1143,0,1.1143,4.4574,0
748.8767,0.0232,21.5343,13126,1.0314,0,1.0314,4.1256,0
748.8999,0.0232,21.5298,13123,1.1371,0,1.1371,4.5483,0
748.9232,0.0232,21.53,13123,1.3041,0,1.3041,5.2164,0
748.9464,0.0232,21.5321,13124,1.1846,0,1.1846,4.7382,0
748.9696,0.0232,21.5279,13122,1.015,0,1.015,4.06,0
748.9928,0.0232,21.5223,13118,0.9464,0,0.9464,3.7857,0
749.0161,0.0232,21.5149,13114,0.8339,0,0.8339,3.3358,0
749.0393,0.0233,21.505,13108,0.7413,0,0.7413,2.9652,0
749.0626,0.0233,21.4936,13101,0.8033,0,0.8033,3.213,0
749.0858,0.0233,21.4868,13097,1.2443,0,1.2443,4.9772,0
749.1091,0.0233,21.4958,13102,1.6397,0,1.6397,6.5589,0
749.1324,0.0232,21.5074,13109,1.4643,0,1.4643,5.8574,0
749.1556,0.0232,21.5083,13110,0.9965,0,0.9965,3.9861,0
749.1788,0.0233,21.4982,13104,0.7051,0,0.7051,2.8203,0
749.2021,0.0233,21.4853,13096,0.7827,0,0.7827,3.1306,0
749.2254,0.0233,21.4792,13092,1.0277,0,1.0277,4.111,0
749.2487,0.0233,21.4775,13091,1.2159,0,1.2159,4.8638,0
749.2719,0.0233,21.4803,13093,1.2276,0,1.2276,4.9103,0
749.2952,0.0233,21.4787,13092,1.0795,0,1.0795,4.3181,0
749.3185,0.0233,21.4746,13089,1.0996,0,1.0996,4.3986,0
749.3418,0.0233,21.4737,13089,1.4333,0,1.4333,5.7331,0
749.3651,0.0233,21.4849,13095,1.7111,0,1.7111,6.8445,0
749.3883,0.0233,21.497,13103,1.5022,0,1.5022,6.0089,0
749.4116,0.0233,21.498,13103,1.1099,0,1.1099,4.4395,0
749.4349,0.0233,21.4927,13100,1.2413,0,1.2413,4.965,0
749.4581,0.0233,21.5003,13105,1.7103,0,1.7103,6.8414,0
749.4814,0.0232,21.5157,13114,1.8178,0,1.8178,7.2712,0
749.5046,0.0232,21.5273,13121,1.3818,0,1.3818,5.5274,0
749.5278,0.0232,21.5226,13118,0.8954,0,0.8954,3.5816,0
749.5511,0.0232,21.5129,13113,0.8712,0,0.8712,3.4847,0
749.5743,0.0232,21.5073,13109,1.1474,0,1.1474,4.5897,0
749.5976,0.0232,21.51,13111,1.48,0,1.48,5.9201,0
749.6208,0.0232,21.5198,13117,1.7569,0,1.7569,7.0274,0
749.644,0.0232,21.5352,13126,1.7582,0,1.7582,7.0329,0
749.6673,0.0232,21.5451,13132,1.4798,0,1.4798,5.9193,0
749.6905,0.0232,21.5475,13134,1.183,0,1.183,4.7322,0
749.7137,0.0232,21.5433,13131,1.0241,0,1.0241,4.0965,0
749.7369,0.0232,21.5392,13129,1.0847,0,1.0847,4.3388,0
749.7601,0.0232,21.5374,13127,1.0829,0,1.0829,4.3314,0
749.7833,0.0232,21.5324,13124,1.0167,0,1.0167,4.0669,0
749.8065,0.0232,21.5285,13122,0.9812,0,0.9812,3.9247,0
749.8297,0.0232,21.5225,13118,0.9091,0,0.9091,3.6365,0
749.853,0.0232,21.5153,13114,0.661,0,0.661,2.644,0
749.8762,0.0233,21.4977,13103,0.2489,0,0.2489,0.9955,0
749.8995,0.0233,21.4718,13088,0,-0.0464,-0.0464,-0.1856,0
749.9228,0.0233,21.4404,13068,0,-0.2105,-0.2105,-0.8419,0
749.9461,0.0234,21.4072,13048,0,-0.1444,-0.1444,-0.5775,0
749.9694,0.0234,21.3787,13031,0.1625,0,0.1625,0.6499,0
749.9928,0.0234,21.3597,13019,0.5347,0,0.5347,2.1389,0
750.0162,0.0234,21.3487,13012,0.7031,0,0.7031,2.8123,0
750.0397,0.0234,21.3376,13006,0.4541,0,0.4541,1.8165,0
750.0631,0.0235,21.315,12992,0.0943,0,0.0943,0.3772,0
750.0865,0.0235,21.2869,12975,0,-0.0433,-0.0433,-0.173,0
750.11,0.0235,21.2581,12957,0.0167,0,0.0167,0.0669,0
750.1336,0.0235,21.2328,12942,0.1814,0,0.1814,0.7257,0
750.1571,0.0236,21.2117,12929,0.4442,0,0.4442,1.777,0
750.1807,0.0236,21.1983,12921,0.5935,0,0.5935,2.3738,0
750.2043,0.0236,21.1828,12911,0.3889,0,0.3889,1.5556,0
750.2279,0.0236,21.1604,12898,0.0972,0,0.0972,0.3886,0
750.2515,0.0237,21.1313,12880,0.058,0,0.058,0.2321,0
750.2752,0.0237,21.1084,12866,0.2993,0,0.2993,1.1971,0
750.2988,0.0237,21.0898,12855,0.2666,0,0.2666,1.0665,0
750.3226,0.0237,21.0637,12839,0.0328,0,0.0328,0.1314,0
750.3463,0.0238,21.0356,12822,0.303,0,0.303,1.2119,0
750.3701,0.0238,21.0234,12814,0.8891,0,0.8891,3.5562,0
750.3938,0.0238,21.0228,12814,1.1067,0,1.1067,4.4267,0
750.4176,0.0238,21.0189,12811,0.6948,0,0.6948,2.779,0
750.4414,0.0238,20.9982,12799,0.064,0,0.064,0.2559,0
750.4652,0.0238,20.9675,12780,0,-0.1646,-0.1646,-0.6583,0
750.4891,0.0239,20.9355,12761,0,-0.0785,-0.0785,-0.3142,0
750.513,0.0239,20.9072,12743,0.1335,0,0.1335,0.5341,0
750.5369,0.0239,20.8846,12730,0.243,0,0.243,0.9719,0
750.5608,0.024,20.8631,12716,0.3272,0,0.3272,1.309,0
750.5848,0.024,20.8434,12704,0.395,0,0.395,1.58,0
750.6088,0.024,20.8241,12693,0.4438,0,0.4438,1.7751,0
750.6328,0.024,20.8067,12682,0.4083,0,0.4083,1.633,0
750.6568,0.0241,20.7835,12668,0.1385,0,0.1385,0.5541,0
750.6809,0.0241,20.7554,12651,0.1724,0,0.1724,0.6896,0
750.705,0.0241,20.7343,12638,0.6172,0,0.6172,2.4687,0
750.7291,0.0241,20.7245,12632,0.9051,0,0.9051,3.6203,0
750.7532,0.0241,20.7151,12626,0.7835,0,0.7835,3.134,0
750.7773,0.0242,20.6935,12613,0.4956,0,0.4956,1.9825,0
750.8015,0.0242,20.6692,12598,0.4393,0,0.4393,1.757,0
750.8257,0.0242,20.649,12586,0.5614,0,0.5614,2.2456,0
750.8499,0.0242,20.6304,12575,0.5466,0,0.5466,2.1863,0
750.8741,0.0243,20.6086,12561,0.6103,0,0.6103,2.4413,0
750.8984,0.0243,20.5953,12553,1.0927,0,1.0927,4.3707,0
750.9227,0.0243,20.5914,12551,1.5037,0,1.5037,6.015,0
750.947,0.0243,20.5896,12550,1.3009,0,1.3009,5.2038,0
750.9712,0.0243,20.5749,12541,0.9319,0,0.9319,3.7277,0
750.9955,0.0243,20.559,12531,0.8992,0,0.8992,3.597,0
751.0199,0.0243,20.5392,12519,0.9387,0,0.9387,3.7546,0
751.0442,0.0244,20.5157,12505,0.8676,0,0.8676,3.4704,0
751.0686,0.0244,20.4951,12492,1.1362,0,1.1362,4.5448,0
751.093,0.0244,20.4863,12487,1.5739,0,1.5739,6.2955,0
751.1174,0.0244,20.4823,12484,1.7044,0,1.7044,6.8178,0
751.1418,0.0244,20.4707,12477,1.4769,0,1.4769,5.9078,0
751.1662,0.0244,20.4565,12469,1.2365,0,1.2365,4.946,0
751.1907,0.0245,20.4399,12458,0.9957,0,0.9957,3.9829,0
751.2151,0.0245,20.4181,12445,0.8209,0,0.8209,3.2835,0
751.2396,0.0245,20.3952,12431,1.1259,0,1.1259,4.5034,0
751.2641,0.0245,20.3936,12430,1.7978,0,1.7978,7.1913,0
751.2886,0.0245,20.4052,12437,1.7438,0,1.7438,6.9753,0
751.3131,0.0245,20.4094,12440,1.2471,0,1.2471,4.9884,0
751.3376,0.0245,20.397,12432,0.895,0,0.895,3.5802,0
751.3622,0.0245,20.3854,12425,1.272,0,1.272,5.0879,0
751.3867,0.0245,20.3951,12431,1.9996,0,1.9996,7.9984,0
751.4112,0.0245,20.4221,12448,2.2705,0,2.2705,9.0822,0
751.4357,0.0245,20.4464,12462,1.8181,0,1.8181,7.2724,0
751.4601,0.0244,20.4531,12467,1.2933,0,1.2933,5.173,0
751.4846,0.0244,20.4537,12467,1.2311,0,1.2311,4.9244,0
751.509,0.0244,20.4588,12470,1.5754,0,1.5754,6.3016,0
751.5335,0.0244,20.476,12481,1.78,0,1.78,7.12,0
751.5579,0.0244,20.4912,12490,1.6369,0,1.6369,6.5478,0
751.5823,0.0244,20.5012,12496,1.6633,0,1.6633,6.6533,0
751.6067,0.0244,20.5175,12506,1.8827,0,1.8827,7.5309,0
751.631,0.0243,20.5384,12519,1.9622,0,1.9622,7.8487,0
751.6554,0.0243,20.5583,12531,1.7473,0,1.7473,6.9891,0
751.6797,0.0243,20.5688,12537,1.6643,0,1.6643,6.6572,0
751.704,0.0243,20.5839,12546,1.719,0,1.719,6.8759,0
751.7283,0.0243,20.5978,12555,1.5468,0,1.5468,6.1872,0
751.7526,0.0243,20.6007,12557,1.2908,0,1.2908,5.1633,0
751.7769,0.0243,20.593,12552,1.2541,0,1.2541,5.0166,0
751.8011,0.0243,20.5935,12552,1.6368,0,1.6368,6.5471,0
751.8254,0.0243,20.6011,12557,1.9778,0,1.9778,7.9112,0
751.8497,0.0243,20.603,12558,1.9963,0,1.9963,7.9854,0
751.874,0.0243,20.5874,12548,1.7662,0,1.7662,7.0648,0
751.8982,0.0243,20.5663,12536,1.8497,0,1.8497,7.399,0
751.9226,0.0243,20.5488,12525,2.3335,0,2.3335,9.3341,0
751.9469,0.0243,20.5374,12518,2.9622,0,2.9622,11.849,0
751.9712,0.0244,20.5317,12514,3.0247,0,3.0247,12.0986,0
751.9956,0.0244,20.5247,12510,2.8711,0,2.8711,11.4843,0
752.0199,0.0244,20.5117,12502,2.2782,0,2.2782,9.1126,0
752.0443,0.0244,20.4932,12491,1.8177,0,1.8177,7.271,0
752.0687,0.0244,20.481,12484,1.7097,0,1.7097,6.8389,0
752.0931,0.0244,20.4725,12478,1.7881,0,1.7881,7.1525,0
752.1176,0.0244,20.4678,12476,1.9742,0,1.9742,7.8967,0
752.142,0.0244,20.4673,12475,1.8411,0,1.8411,7.3646,0
752.1664,0.0244,20.4726,12478,1.8237,0,1.8237,7.2947,0
752.1908,0.0244,20.4748,12480,1.6672,0,1.6672,6.669,0
752.2153,0.0244,20.4691,12476,1.5568,0,1.5568,6.2271,0
752.2397,0.0244,20.4649,12474,1.6324,0,1.6324,6.5298,0
752.2641,0.0244,20.4669,12475,1.8013,0,1.8013,7.2054,0
752.2885,0.0244,20.4676,12475,1.8355,0,1.8355,7.3421,0
752.313,0.0244,20.4686,12476,2.0012,0,2.0012,8.0047,0
752.3374,0.0244,20.4783,12482,1.9805,0,1.9805,7.9218,0
752.3618,0.0244,20.4861,12487,1.9812,0,1.9812,7.9248,0
752.3862,0.0244,20.4858,12487,1.7928,0,1.7928,7.1713,0
752.4106,0.0244,20.4754,12480,1.7048,0,1.7048,6.819,0
752.4351,0.0244,20.4652,12474,1.9536,0,1.9536,7.8143,0
752.4595,0.0244,20.4593,12470,2.3848,0,2.3848,9.5392,0
752.4839,0.0244,20.4568,12469,2.8824,0,2.8824,11.5297,0
752.5084,0.0244,20.459,12470,3.1489,0,3.1489,12.5956,0
752.5328,0.0244,20.4615,12472,3.0444,0,3.0444,12.1775,0
752.5572,0.0244,20.4591,12470,2.9676,0,2.9676,11.8704,0
752.5817,0.0244,20.4512,12465,3.1965,0,3.1965,12.7859,0
752.6061,0.0245,20.4492,12464,3.6668,0,3.6668,14.6674,0
752.6306,0.0244,20.4535,12467,3.8543,0,3.8543,15.4171,0
752.655,0.0244,20.4625,12472,3.8975,0,3.8975,15.5899,0
752.6795,0.0244,20.4738,12479,3.7913,0,3.7913,15.1653,0
752.7039,0.0244,20.4796,12483,3.1467,0,3.1467,12.5868,0
752.7283,0.0244,20.4756,12480,2.8437,0,2.8437,11.3748,0
752.7527,0.0244,20.4651,12474,3.2343,0,3.2343,12.9372,0
752.7771,0.0244,20.4632,12473,4.268,0,4.268,17.072,0
752.8016,0.0244,20.4788,12482,4.6874,0,4.6874,18.7496,0
752.826,0.0244,20.5024,12497,4.4403,0,4.4403,17.7613,0
752.8504,0.0244,20.522,12509,4.359,0,4.359,17.4358,0
752.8747,0.0243,20.5391,12519,4.3599,0,4.3599,17.4394,0
752.8991,0.0243,20.5449,12522,3.3763,0,3.3763,13.5051,0
752.9234,0.0243,20.545,12523,3.1562,0,3.1562,12.6248,0
752.9478,0.0243,20.5454,12523,3.9683,0,3.9683,15.8733,0
752.9721,0.0243,20.5575,12530,4.6888,0,4.6888,18.7551,0
752.9964,0.0243,20.5741,12540,4.5199,0,4.5199,18.0795,0
753.0207,0.0243,20.5895,12550,4.3863,0,4.3863,17.5454,0
753.045,0.0243,20.6042,12559,4.4807,0,4.4807,17.9228,0
753.0693,0.0242,20.627,12573,3.7851,0,3.7851,15.1404,0
753.0935,0.0242,20.6462,12584,3.1046,0,3.1046,12.4182,0
753.1177,0.0242,20.6524,12588,2.9735,0,2.9735,11.8941,0
753.1419,0.0242,20.6454,12584,3.2712,0,3.2712,13.0849,0
753.1662,0.0242,20.642,12582,3.172,0,3.172,12.688,0
753.1904,0.0242,20.6544,12589,3.0606,0,3.0606,12.2423,0
753.2146,0.0242,20.676,12602,3.449,0,3.449,13.7959,0
753.2388,0.0241,20.704,12619,3.2128,0,3.2128,12.8511,0
753.2629,0.0241,20.7182,12628,2.4562,0,2.4562,9.8249,0
753.2871,0.0241,20.7249,12632,2.0871,0,2.0871,8.3485,0
753.3112,0.0241,20.7383,12640,2.3315,0,2.3315,9.3261,0
753.3353,0.0241,20.7671,12658,2.6646,0,2.6646,10.6586,0
753.3594,0.024,20.7926,12673,2.2198,0,2.2198,8.8792,0
753.3834,0.024,20.7995,12678,1.3534,0,1.3534,5.4134,0
753.4075,0.024,20.7956,12675,0.9655,0,0.9655,3.8619,0
753.4315,0.024,20.7912,12673,1.2011,0,1.2011,4.8045,0
753.4556,0.024,20.7987,12677,1.704,0,1.704,6.8159,0
753.4796,0.024,20.8174,12689,1.9762,0,1.9762,7.905,0
753.5036,0.024,20.8369,12700,1.3573,0,1.3573,5.4292,0
753.5276,0.024,20.8265,12694,0,-0.0541,-0.0541,-0.2162,0
753.5516,0.0241,20.78,12666,0,-1.0856,-1.0856,-4.3426,0
753.5757,0.0241,20.7185,12628,0,-1.0311,-1.0311,-4.1243,0
753.5998,0.0242,20.6739,12601,0,-0.2578,-0.2578,-1.0311,0
753.624,0.0242,20.6522,12588,0.3059,0,0.3059,1.2236,0
753.6482,0.0242,20.6328,12576,0.2215,0,0.2215,0.886,0
753.6724,0.0243,20.5973,12554,0,-0.2265,-0.2265,-0.9059,0
753.6967,0.0243,20.5516,12527,0,-0.1697,-0.1697,-0.679,0
753.721,0.0244,20.521,12508,0.3949,0,0.3949,1.5797,0
753.7454,0.0244,20.504,12498,0.6048,0,0.6048,2.419,0
753.7698,0.0244,20.4853,12486,0.2367,0,0.2367,0.9466,0
753.7942,0.0244,20.4565,12469,0.0625,0,0.0625,0.25,0
753.8186,0.0245,20.4294,12452,0.4711,0,0.4711,1.8843,0
753.8431,0.0245,20.4131,12442,0.7305,0,0.7305,2.9219,0
753.8676,0.0245,20.3991,12434,0.6012,0,0.6012,2.4048,0
753.8921,0.0245,20.3779,12421,0.3785,0,0.3785,1.514,0
753.9167,0.0246,20.3524,12405,0.3508,0,0.3508,1.4031,0
753.9412,0.0246,20.3293,12391,0.6927,0,0.6927,2.7707,0
753.9658,0.0246,20.3182,12384,0.9045,0,0.9045,3.6182,0
753.9904,0.0246,20.3092,12379,0.9079,0,0.9079,3.6315,0
754.015,0.0246,20.2998,12373,0.8636,0,0.8636,3.4542,0
754.0397,0.0246,20.2876,12366,0.8201,0,0.8201,3.2805,0
754.0643,0.0247,20.2701,12355,0.6811,0,0.6811,2.7244,0
754.089,0.0247,20.2414,12338,0.2813,0,0.2813,1.1253,0
754.1137,0.0247,20.2058,12316,0.2949,0,0.2949,1.1795,0
754.1384,0.0248,20.1823,12302,0.8522,0,0.8522,3.4089,0
754.1632,0.0248,20.1751,12297,1.2731,0,1.2731,5.0923,0
754.188,0.0248,20.1673,12292,1.3008,0,1.3008,5.2032,0
754.2128,0.0248,20.1484,12281,0.8667,0,0.8667,3.4667,0
754.2376,0.0249,20.1165,12261,0.4792,0,0.4792,1.9169,0
754.2625,0.0249,20.0839,12242,0.5088,0,0.5088,2.0352,0
754.2874,0.0249,20.0579,12226,1.2913,0,1.2913,5.1653,0
754.3123,0.025,20.0379,12213,1.7534,0,1.7534,7.0136,0
754.3372,0.025,20.0192,12202,1.7568,0,1.7568,7.027,0
754.3622,0.025,20.0021,12192,1.5696,0,1.5696,6.2784,0
754.3872,0.025,19.9807,12179,1.5928,0,1.5928,6.3714,0
754.4122,0.0251,19.9513,12161,1.624,0,1.624,6.496,0
754.4373,0.0251,19.919,12141,1.2992,0,1.2992,5.1969,0
754.4624,0.0251,19.8923,12125,1.3876,0,1.3876,5.5505,0
754.4875,0.0252,19.8723,12113,1.8453,0,1.8453,7.3814,0
754.5127,0.0252,19.8478,12098,2.3452,0,2.3452,9.3809,0
754.5379,0.0252,19.8177,12079,2.5288,0,2.5288,10.1153,0
754.5631,0.0253,19.7909,12063,2.3545,0,2.3545,9.418,0
754.5884,0.0253,19.7696,12050,2.7213,0,2.7213,10.8851,0
754.6137,0.0253,19.7455,12035,2.88,0,2.88,11.52,0
754.639,0.0254,19.7143,12016,2.7426,0,2.7426,10.9705,0
754.6644,0.0254,19.6755,11993,2.5478,0,2.5478,10.1912,0
754.6898,0.0255,19.6359,11968,2.8359,0,2.8359,11.3435,0
754.7152,0.0255,19.5943,11943,3.5026,0,3.5026,14.0103,0
754.7407,0.0256,19.559,11922,3.6922,0,3.6922,14.7687,0
754.7663,0.0256,19.5224,11899,3.8636,0,3.8636,15.4546,0
754.7919,0.0257,19.4836,11876,4.0417,0,4.0417,16.1667,0
754.8176,0.0257,19.4432,11851,4.0828,0,4.0828,16.3312,0
754.8433,0.0258,19.4026,11826,3.6088,0,3.6088,14.4353,0
754.8691,0.0258,19.3575,11799,3.7403,0,3.7403,14.9611,0
754.8949,0.0259,19.311,11770,4.3289,0,4.3289,17.3154,0
754.9208,0.0259,19.2713,11746,4.8608,0,4.8608,19.4432,0
754.9467,0.026,19.243,11729,4.6264,0,4.6264,18.5056,0
754.9727,0.026,19.2163,11713,4.2978,0,4.2978,17.1913,0
754.9987,0.0261,19.1822,11692,4.0059,0,4.0059,16.0238,0
755.0248,0.0261,19.1441,11669,3.9268,0,3.9268,15.7071,0
755.0509,0.0262,19.1106,11648,4.3428,0,4.3428,17.3711,0
755.0771,0.0262,19.0924,11637,5.1734,0,5.1734,20.6935,0
755.1033,0.0262,19.087,11634,5.4752,0,5.4752,21.9009,0
755.1295,0.0262,19.0874,11634,4.9628,0,4.9628,19.8511,0
755.1557,0.0262,19.0843,11632,4.3201,0,4.3201,17.2802,0
755.1819,0.0262,19.0734,11626,3.8899,0,3.8899,15.5596,0
755.2081,0.0262,19.0609,11618,3.2866,0,3.2866,13.1463,0
755.2343,0.0262,19.0594,11617,3.8455,0,3.8455,15.382,0
755.2605,0.0262,19.0819,11631,4.8241,0,4.8241,19.2963,0
755.2867,0.0262,19.1184,11653,5.0388,0,5.0388,20.1551,0
755.3129,0.0261,19.1538,11675,3.9862,0,3.9862,15.9449,0
755.339,0.0261,19.1838,11693,3.5213,0,3.5213,14.0854,0
755.3651,0.026,19.2081,11708,3.1695,0,3.1695,12.6779,0
755.3911,0.026,19.2246,11718,3.1797,0,3.1797,12.7188,0
755.4171,0.026,19.2319,11722,3.1641,0,3.1641,12.6564,0
755.4431,0.026,19.244,11730,3.1444,0,3.1444,12.5778,0
755.4691,0.026,19.2653,11743,3.1119,0,3.1119,12.4477,0
755.495,0.0259,19.2911,11758,3.3755,0,3.3755,13.5022,0
755.521,0.0259,19.3132,11772,3.103,0,3.103,12.4118,0
755.5469,0.0259,19.3338,11784,2.6889,0,2.6889,10.7554,0
755.5727,0.0258,19.3587,11800,2.2719,0,2.2719,9.0877,0
755.5985,0.0258,19.3819,11814,2.3368,0,2.3368,9.3474,0
755.6243,0.0258,19.4014,11826,2.4337,0,2.4337,9.7348,0
755.6501,0.0257,19.4241,11839,2.2524,0,2.2524,9.0095,0
755.6759,0.0257,19.4497,11855,2.1023,0,2.1023,8.4093,0
755.7016,0.0257,19.4747,11870,1.9547,0,1.9547,7.8187,0
755.7272,0.0256,19.4951,11883,1.8356,0,1.8356,7.3426,0
755.7529,0.0256,19.5149,11895,1.8295,0,1.8295,7.3181,0
755.7785,0.0256,19.5355,11907,1.9732,0,1.9732,7.8928,0
755.8041,0.0256,19.5604,11922,2.1467,0,2.1467,8.5869,0
