time,dt_s,speed_mps,motor_rpm,drive_torque_per_motor_Nm,regen_torque_per_motor_Nm,torque_per_motor_Nm,total_motor_torque_Nm,friction_brake_force_N
0,0.0676,7.3972,4508.7,86.3978,0,86.3978,345.5913,0
0.0676,0.0386,12.967,7903.6,80.4887,0,80.4887,321.9549,0
0.1062,0.0384,13.0158,7933.4,7.5033,0,7.5033,30.0134,0
0.1446,0.0382,13.1026,7986.3,8.6937,0,8.6937,34.7747,0
0.1827,0.0378,13.2142,8054.3,6.5489,0,6.5489,26.1956,0
0.2206,0.0375,13.3217,8119.8,4.6715,0,4.6715,18.6861,0
0.2581,0.0372,13.4364,8189.8,3.719,0,3.719,14.8759,0
0.2953,0.037,13.522,8241.9,3.164,0,3.164,12.6562,0
0.3323,0.0368,13.601,8290.1,3.0971,0,3.0971,12.3885,0
0.3691,0.0365,13.6915,8345.2,3.3001,0,3.3001,13.2003,0
0.4056,0.0363,13.7625,8388.5,3.6982,0,3.6982,14.7929,0
0.4419,0.0362,13.8177,8422.2,4.8873,0,4.8873,19.549,0
0.4781,0.036,13.8722,8455.4,5.5698,0,5.5698,22.2791,0
0.5141,0.0359,13.9216,8485.5,6.6604,0,6.6604,26.6414,0
0.55,0.0358,13.9546,8505.6,7.8614,0,7.8614,31.4458,0
0.5859,0.0358,13.9665,8512.8,7.3651,0,7.3651,29.4603,0
0.6217,0.0357,14.0062,8537,8.9679,0,8.9679,35.8717,0
0.6574,0.0355,14.0848,8584.9,10.8528,0,10.8528,43.411,0
0.6929,0.0353,14.1824,8644.5,10.9676,0,10.9676,43.8705,0
0.7281,0.035,14.3022,8717.5,9.7622,0,9.7622,39.0489,0
0.7631,0.0346,14.4531,8809.4,8.9456,0,8.9456,35.7826,0
0.7977,0.0342,14.6169,8909.3,9.8989,0,9.8989,39.5956,0
0.8319,0.0339,14.7542,8992.9,9.3339,0,9.3339,37.3354,0
0.8658,0.0336,14.8839,9072,8.1807,0,8.1807,32.7228,0
0.8994,0.0333,15.0277,9159.7,9.2558,0,9.2558,37.0231,0
0.9326,0.0329,15.2037,9266.9,10.3029,0,10.3029,41.2118,0
0.9655,0.0325,15.4072,9391,9.424,0,9.424,37.6961,0
0.998,0.0321,15.5829,9498.1,7.7454,0,7.7454,30.9818,0
1.0301,0.0318,15.733,9589.6,5.8736,0,5.8736,23.4942,0
1.0618,0.0315,15.8656,9670.4,4.6926,0,4.6926,18.7705,0
1.0934,0.0313,15.9716,9735,4.2383,0,4.2383,16.9532,0
1.1247,0.0311,16.0588,9788.2,4.5426,0,4.5426,18.1704,0
1.1558,0.031,16.1312,9832.3,5.4234,0,5.4234,21.6935,0
1.1868,0.0309,16.2013,9875,6.1534,0,6.1534,24.6134,0
1.2177,0.0308,16.2562,9908.5,6.0667,0,6.0667,24.2668,0
1.2484,0.0307,16.2765,9920.8,6.096,0,6.096,24.3841,0
1.2791,0.0307,16.28,9923,6.8149,0,6.8149,27.2597,0
1.3099,0.0307,16.2734,9919,6.9083,0,6.9083,27.633,0
1.3406,0.0307,16.2607,9911.2,7.5158,0,7.5158,30.0631,0
1.3713,0.0308,16.2523,9906.1,8.2129,0,8.2129,32.8516,0
1.4021,0.0308,16.2394,9898.2,8.4482,0,8.4482,33.7927,0
1.4329,0.0308,16.224,9888.8,8.3865,0,8.3865,33.546,0
1.4637,0.0308,16.2147,9883.2,8.4848,0,8.4848,33.939,0
1.4945,0.0308,16.2105,9880.6,8.7799,0,8.7799,35.1196,0
1.5254,0.0308,16.2212,9887.1,9.0956,0,9.0956,36.3823,0
1.5562,0.0308,16.2398,9898.5,9.8876,0,9.8876,39.5503,0
1.587,0.0307,16.2661,9914.5,9.9778,0,9.9778,39.9111,0
1.6177,0.0306,16.3193,9946.9,8.9997,0,8.9997,35.9987,0
1.6484,0.0305,16.3904,9990.3,7.6917,0,7.6917,30.7667,0
1.6789,0.0304,16.4641,10035,6.5245,0,6.5245,26.0979,0
1.7092,0.0302,16.5332,10077,5.5234,0,5.5234,22.0937,0
1.7395,0.0301,16.5954,10115,4.1977,0,4.1977,16.7909,0
1.7696,0.03,16.6641,10157,3.534,0,3.534,14.1361,0
1.7996,0.0299,16.7352,10200,3.6409,0,3.6409,14.5637,0
1.8295,0.0297,16.8083,10245,3.8463,0,3.8463,15.3854,0
1.8592,0.0296,16.889,10294,4.0865,0,4.0865,16.3461,0
1.8888,0.0295,16.9765,10348,4.9477,0,4.9477,19.7908,0
1.9183,0.0293,17.0688,10404,6.3171,0,6.3171,25.2682,0
1.9476,0.0292,17.1512,10454,6.2398,0,6.2398,24.9593,0
1.9767,0.029,17.2152,10493,5.692,0,5.692,22.768,0
2.0058,0.029,17.2696,10526,5.5157,0,5.5157,22.0628,0
2.0347,0.0288,17.3314,10564,5.8551,0,5.8551,23.4204,0
2.0636,0.0287,17.4082,10611,6.6331,0,6.6331,26.5324,0
2.0923,0.0286,17.4869,10659,6.2697,0,6.2697,25.079,0
2.1209,0.0285,17.5557,10701,5.532,0,5.532,22.1279,0
2.1494,0.0284,17.6188,10739,5.4202,0,5.4202,21.6809,0
2.1778,0.0283,17.6809,10777,5.5139,0,5.5139,22.0556,0
2.206,0.0282,17.7437,10815,5.1488,0,5.1488,20.5951,0
2.2342,0.0281,17.8056,10853,5.0608,0,5.0608,20.243,0
2.2623,0.028,17.8685,10891,5.2753,0,5.2753,21.1012,0
2.2903,0.0279,17.9322,10930,4.9305,0,4.9305,19.7221,0
2.3182,0.0278,17.9955,10969,4.8665,0,4.8665,19.4659,0
2.346,0.0277,18.0655,11011,4.7013,0,4.7013,18.8053,0
2.3736,0.0276,18.1392,11056,4.3217,0,4.3217,17.2866,0
2.4012,0.0275,18.2097,11099,3.8647,0,3.8647,15.4587,0
2.4287,0.0274,18.2626,11131,3.196,0,3.196,12.7841,0
2.456,0.0273,18.2961,11152,2.7281,0,2.7281,10.9125,0
2.4834,0.0273,18.3236,11169,2.6975,0,2.6975,10.79,0
2.5106,0.0272,18.3528,11186,2.8322,0,2.8322,11.3288,0
2.5379,0.0272,18.3871,11207,3.0488,0,3.0488,12.1953,0
2.5651,0.0271,18.4209,11228,3.1616,0,3.1616,12.6465,0
2.5922,0.0271,18.4404,11240,2.8823,0,2.8823,11.5294,0
2.6193,0.0271,18.4457,11243,2.6385,0,2.6385,10.5538,0
2.6464,0.0271,18.4518,11247,3.1788,0,3.1788,12.7152,0
2.6735,0.0271,18.4679,11257,3.9841,0,3.9841,15.9363,0
2.7006,0.027,18.4904,11270,4.3848,0,4.3848,17.5394,0
2.7277,0.027,18.5059,11280,4.1806,0,4.1806,16.7224,0
2.7547,0.027,18.512,11283,4.4756,0,4.4756,17.9023,0
2.7817,0.027,18.5139,11285,4.4223,0,4.4223,17.6892,0
2.8087,0.027,18.5244,11291,4.5428,0,4.5428,18.1714,0
2.8357,0.027,18.548,11305,5.3298,0,5.3298,21.3191,0
2.8626,0.0269,18.5636,11315,5.2871,0,5.2871,21.1484,0
2.8896,0.0269,18.5577,11311,4.3168,0,4.3168,17.2673,0
2.9165,0.027,18.5367,11299,4.1161,0,4.1161,16.4646,0
2.9435,0.027,18.5269,11292,5.5324,0,5.5324,22.1298,0
2.9705,0.027,18.5406,11301,6.9764,0,6.9764,27.9055,0
2.9975,0.0269,18.5589,11312,6.9167,0,6.9167,27.6668,0
3.0244,0.0269,18.5632,11315,6.13,0,6.13,24.5199,0
3.0513,0.0269,18.5548,11310,5.4648,0,5.4648,21.8593,0
3.0783,0.027,18.5519,11308,5.1779,0,5.1779,20.7114,0
3.1052,0.0269,18.5556,11310,5.3196,0,5.3196,21.2784,0
3.1322,0.0269,18.5567,11311,5.6584,0,5.6584,22.6334,0
3.1591,0.027,18.5527,11308,6.3253,0,6.3253,25.3012,0
3.1861,0.0269,18.5612,11313,6.4626,0,6.4626,25.8506,0
3.213,0.0269,18.5842,11327,5.9391,0,5.9391,23.7563,0
3.2399,0.0269,18.6141,11346,5.9284,0,5.9284,23.7136,0
3.2668,0.0268,18.6323,11357,6.1546,0,6.1546,24.6183,0
3.2936,0.0268,18.6343,11358,4.6111,0,4.6111,18.4442,0
3.3204,0.0268,18.6362,11359,3.8951,0,3.8951,15.5805,0
3.3473,0.0268,18.6518,11369,5.7167,0,5.7167,22.8668,0
3.3741,0.0267,18.6937,11394,6.8617,0,6.8617,27.4469,0
3.4008,0.0267,18.7418,11424,6.0016,0,6.0016,24.0063,0
3.4275,0.0266,18.7789,11446,4.7014,0,4.7014,18.8056,0
3.4541,0.0266,18.8086,11464,4.2371,0,4.2371,16.9484,0
3.4807,0.0265,18.859,11495,3.8912,0,3.8912,15.565,0
3.5072,0.0264,18.9185,11531,3.7066,0,3.7066,14.8262,0
3.5337,0.0264,18.9699,11563,3.8937,0,3.8937,15.575,0
3.56,0.0263,19.0135,11589,2.7274,0,2.7274,10.9097,0
3.5863,0.0263,19.0437,11608,2.1773,0,2.1773,8.7093,0
3.6126,0.0262,19.0747,11626,2.6876,0,2.6876,10.7504,0
3.6388,0.0261,19.1303,11660,3.3284,0,3.3284,13.3137,0
3.6649,0.0261,19.1906,11697,3.5021,0,3.5021,14.0086,0
3.691,0.026,19.2404,11727,4.0981,0,4.0981,16.3924,0
3.717,0.0259,19.2692,11745,4.5204,0,4.5204,18.0817,0
3.7429,0.0259,19.2981,11763,4.3029,0,4.3029,17.2117,0
3.7688,0.0258,19.3447,11791,4.4895,0,4.4895,17.9578,0
3.7947,0.0258,19.4037,11827,5.1698,0,5.1698,20.6793,0
3.8204,0.0257,19.4508,11856,5.1568,0,5.1568,20.6274,0
3.8461,0.0257,19.4556,11859,3.2974,0,3.2974,13.1894,0
3.8718,0.0258,19.4165,11835,1.4197,0,1.4197,5.6788,0
3.8976,0.0258,19.3666,11804,1.7685,0,1.7685,7.0739,0
3.9234,0.0259,19.3401,11788,2.9121,0,2.9121,11.6486,0
3.9493,0.0259,19.3289,11781,2.8878,0,2.8878,11.5513,0
3.9751,0.0259,19.3109,11770,3.0521,0,3.0521,12.2085,0
4.001,0.0259,19.2955,11761,2.673,0,2.673,10.692,0
4.0269,0.0259,19.2912,11758,2.553,0,2.553,10.2118,0
4.0528,0.0259,19.3015,11765,3.3772,0,3.3772,13.5088,0
4.0787,0.0259,19.3242,11778,4.2968,0,4.2968,17.1872,0
4.1046,0.0258,19.3466,11792,3.6581,0,3.6581,14.6323,0
4.1305,0.0258,19.3461,11792,2.3583,0,2.3583,9.4333,0
4.1563,0.0259,19.3253,11779,2.0767,0,2.0767,8.3069,0
4.1822,0.0259,19.3135,11772,2.7741,0,2.7741,11.0965,0
4.2081,0.0259,19.3272,11780,3.5208,0,3.5208,14.083,0
4.2339,0.0258,19.3528,11796,3.4377,0,3.4377,13.7506,0
4.2598,0.0258,19.3718,11807,2.8671,0,2.8671,11.4685,0
4.2856,0.0258,19.3806,11813,2.3272,0,2.3272,9.309,0
4.3114,0.0258,19.3936,11821,2.2024,0,2.2024,8.8095,0
4.3372,0.0258,19.4031,11827,2.0807,0,2.0807,8.323,0
4.3629,0.0258,19.41,11831,2.3883,0,2.3883,9.5532,0
4.3887,0.0257,19.4222,11838,2.2605,0,2.2605,9.042,0
4.4144,0.0257,19.442,11850,2.2653,0,2.2653,9.0613,0
4.4402,0.0257,19.4634,11863,2.6238,0,2.6238,10.4953,0
4.4659,0.0257,19.4872,11878,2.853,0,2.853,11.412,0
4.4915,0.0256,19.5221,11899,3.0684,0,3.0684,12.2734,0
4.5171,0.0255,19.5702,11928,3.1422,0,3.1422,12.5687,0
4.5427,0.0255,19.6196,11959,2.8967,0,2.8967,11.5867,0
4.5682,0.0254,19.6559,11981,2.3853,0,2.3853,9.5414,0
4.5936,0.0254,19.6774,11994,2.0676,0,2.0676,8.2703,0
4.619,0.0254,19.6959,12005,2.1984,0,2.1984,8.7935,0
4.6444,0.0253,19.7259,12023,2.6093,0,2.6093,10.4371,0
4.6697,0.0253,19.7646,12047,2.7883,0,2.7883,11.1534,0
4.695,0.0252,19.802,12070,2.7519,0,2.7519,11.0078,0
4.7203,0.0252,19.8349,12090,2.5135,0,2.5135,10.054,0
4.7455,0.0252,19.8616,12106,2.6179,0,2.6179,10.4715,0
4.7707,0.0251,19.8948,12126,2.9112,0,2.9112,11.645,0
4.7958,0.0251,19.9277,12146,2.7799,0,2.7799,11.1197,0
4.8209,0.0251,19.9571,12164,2.3672,0,2.3672,9.4686,0
4.8459,0.025,19.9769,12176,2.3486,0,2.3486,9.3945,0
4.871,0.025,19.996,12188,2.4887,0,2.4887,9.9549,0
4.896,0.025,20.0197,12202,2.5177,0,2.5177,10.0708,0
4.921,0.0249,20.0477,12219,2.4118,0,2.4118,9.6472,0
4.9459,0.0249,20.0686,12232,2.263,0,2.263,9.0521,0
4.9708,0.0249,20.0844,12242,2.1578,0,2.1578,8.6313,0
4.9957,0.0249,20.1,12251,2.1991,0,2.1991,8.7966,0
5.0206,0.0248,20.1242,12266,2.4034,0,2.4034,9.6135,0
5.0454,0.0248,20.149,12281,2.2836,0,2.2836,9.1346,0
5.0702,0.0248,20.1681,12293,1.933,0,1.933,7.7322,0
5.095,0.0248,20.1798,12300,1.7353,0,1.7353,6.9413,0
5.1198,0.0248,20.1921,12307,1.8994,0,1.8994,7.5977,0
5.1446,0.0247,20.2096,12318,2.0754,0,2.0754,8.3016,0
5.1693,0.0247,20.2313,12331,2.0451,0,2.0451,8.1805,0
5.194,0.0247,20.2522,12344,1.932,0,1.932,7.7279,0
5.2187,0.0247,20.2677,12354,1.6605,0,1.6605,6.6421,0
5.2434,0.0247,20.2745,12358,1.6848,0,1.6848,6.739,0
5.268,0.0246,20.2891,12367,1.685,0,1.685,6.7402,0
5.2927,0.0246,20.3001,12373,1.2843,0,1.2843,5.1373,0
5.3173,0.0246,20.2974,12372,0.6858,0,0.6858,2.7432,0
5.342,0.0247,20.279,12360,0.908,0,0.908,3.6322,0
5.3666,0.0246,20.2852,12364,1.7805,0,1.7805,7.1222,0
5.3913,0.0246,20.3095,12379,2.0876,0,2.0876,8.3502,0
5.4159,0.0246,20.3329,12393,1.8551,0,1.8551,7.4202,0
5.4405,0.0246,20.3449,12401,1.4259,0,1.4259,5.7037,0
5.465,0.0246,20.346,12401,1.098,0,1.098,4.3918,0
5.4896,0.0246,20.3444,12400,1.0329,0,1.0329,4.1315,0
5.5142,0.0246,20.3427,12399,1.1404,0,1.1404,4.5617,0
5.5388,0.0246,20.3464,12402,1.2653,0,1.2653,5.0614,0
5.5633,0.0246,20.3501,12404,1.2408,0,1.2408,4.9633,0
5.5879,0.0246,20.3527,12405,1.3085,0,1.3085,5.2339,0
5.6125,0.0246,20.3592,12409,1.4399,0,1.4399,5.7596,0
5.637,0.0245,20.3681,12415,1.5018,0,1.5018,6.0071,0
5.6616,0.0245,20.3781,12421,1.5274,0,1.5274,6.1097,0
5.6861,0.0245,20.388,12427,1.5159,0,1.5159,6.0638,0
5.7107,0.0245,20.3981,12433,1.4576,0,1.4576,5.8304,0
5.7352,0.0245,20.4042,12437,1.1937,0,1.1937,4.775,0
5.7597,0.0245,20.4013,12435,0.9099,0,0.9099,3.6394,0
5.7842,0.0245,20.3937,12430,1.0335,0,1.0335,4.1339,0
5.8087,0.0245,20.3956,12432,1.3714,0,1.3714,5.4858,0
5.8332,0.0245,20.4053,12437,1.427,0,1.427,5.708,0
5.8577,0.0245,20.4092,12440,1.1401,0,1.1401,4.5605,0
5.8822,0.0245,20.4041,12437,0.9905,0,0.9905,3.9618,0
5.9067,0.0245,20.4008,12435,1.1616,0,1.1616,4.6464,0
5.9312,0.0245,20.4043,12437,1.3219,0,1.3219,5.2878,0
5.9557,0.0245,20.4098,12440,1.3067,0,1.3067,5.2267,0
5.9802,0.0245,20.4116,12441,1.3035,0,1.3035,5.214,0
6.0047,0.0245,20.4139,12443,1.3128,0,1.3128,5.2513,0
6.0292,0.0245,20.4167,12444,1.2805,0,1.2805,5.1219,0
6.0537,0.0245,20.4196,12446,1.2617,0,1.2617,5.0469,0
6.0782,0.0245,20.4228,12448,1.3044,0,1.3044,5.2175,0
6.1027,0.0245,20.4274,12451,1.3626,0,1.3626,5.4504,0
6.1272,0.0245,20.433,12454,1.3793,0,1.3793,5.5171,0
6.1516,0.0245,20.4378,12457,1.3166,0,1.3166,5.2666,0
6.1761,0.0245,20.4408,12459,1.138,0,1.138,4.5521,0
6.2005,0.0245,20.4384,12458,0.9143,0,0.9143,3.657,0
6.225,0.0245,20.4305,12453,0.7691,0,0.7691,3.0765,0
6.2495,0.0245,20.4205,12447,0.7551,0,0.7551,3.0205,0
6.274,0.0245,20.4121,12442,0.7392,0,0.7392,2.9567,0
6.2985,0.0245,20.4017,12435,0.6188,0,0.6188,2.4754,0
6.323,0.0245,20.3872,12426,0.327,0,0.327,1.3082,0
6.3475,0.0246,20.3626,12411,0.0074,0,0.0074,0.0296,0
6.3721,0.0246,20.3322,12393,0,-0.1148,-0.1148,-0.4591,0
6.3966,0.0246,20.3031,12375,0.0945,0,0.0945,0.378,0
6.4213,0.0247,20.2834,12363,0.231,0,0.231,0.9238,0
6.4459,0.0247,20.2608,12349,0,-0.08,-0.08,-0.3198,0
6.4706,0.0247,20.2248,12327,0,-0.5681,-0.5681,-2.2724,0
6.4953,0.0248,20.1786,12299,0,-0.5571,-0.5571,-2.2283,0
6.5201,0.0248,20.1441,12278,0,-0.0095,-0.0095,-0.0381,0
6.5449,0.0248,20.1249,12267,0.3715,0,0.3715,1.4861,0
6.5698,0.0249,20.1084,12256,0.2288,0,0.2288,0.915,0
6.5946,0.0249,20.0821,12240,0.0131,0,0.0131,0.0523,0
6.6195,0.0249,20.0558,12224,0.0677,0,0.0677,0.2707,0
6.6445,0.025,20.0323,12210,0.1142,0,0.1142,0.4569,0
6.6694,0.025,20.0079,12195,0.0609,0,0.0609,0.2434,0
6.6944,0.025,19.9821,12180,0.1124,0,0.1124,0.4494,0
6.7194,0.025,19.9603,12166,0.253,0,0.253,1.012,0
6.7445,0.0251,19.9416,12155,0.2503,0,0.2503,1.001,0
6.7696,0.0251,19.9195,12141,0.2166,0,0.2166,0.8663,0
6.7947,0.0251,19.8994,12129,0.329,0,0.329,1.316,0
6.8198,0.0251,19.883,12119,0.4638,0,0.4638,1.8552,0
6.8449,0.0252,19.8695,12111,0.4212,0,0.4212,1.6848,0
6.8701,0.0252,19.8503,12099,0.1825,0,0.1825,0.7301,0
6.8953,0.0252,19.8246,12083,0.0734,0,0.0734,0.2936,0
6.9205,0.0253,19.801,12069,0.2264,0,0.2264,0.9057,0
6.9458,0.0253,19.7829,12058,0.3611,0,0.3611,1.4444,0
6.971,0.0253,19.7662,12048,0.3887,0,0.3887,1.5546,0
6.9963,0.0253,19.749,12037,0.4263,0,0.4263,1.7053,0
7.0216,0.0253,19.7347,12029,0.5053,0,0.5053,2.0214,0
7.047,0.0254,19.7216,12021,0.4632,0,0.4632,1.8529,0
7.0723,0.0254,19.7051,12011,0.2966,0,0.2966,1.1863,0
7.0977,0.0254,19.6837,11998,0.1758,0,0.1758,0.7031,0
7.1231,0.0254,19.6611,11984,0.1735,0,0.1735,0.694,0
7.1485,0.0255,19.6396,11971,0.2961,0,0.2961,1.1843,0
7.174,0.0255,19.6233,11961,0.4501,0,0.4501,1.8002,0
7.1995,0.0255,19.6095,11952,0.4309,0,0.4309,1.7235,0
7.225,0.0255,19.5924,11942,0.2931,0,0.2931,1.1723,0
7.2505,0.0255,19.5717,11929,0.1166,0,0.1166,0.4662,0
7.276,0.0256,19.5455,11913,0,-0.0122,-0.0122,-0.0487,0
7.3016,0.0256,19.5181,11897,0,-0.2305,-0.2305,-0.9219,0
7.3272,0.0257,19.4812,11874,0,-0.7158,-0.7158,-2.8632,0
7.3529,0.0257,19.4292,11842,0,-1.4184,-1.4184,-5.6737,0
7.3786,0.0258,19.3563,11798,0,-2.1359,-2.1359,-8.5436,0
7.4045,0.026,19.2671,11744,0,-2.636,-2.636,-10.5439,0
7.4304,0.0261,19.1684,11683,0,-3.0332,-3.0332,-12.1327,0
7.4565,0.0262,19.058,11616,0,-3.5746,-3.5746,-14.2985,0
7.4827,0.0264,18.9304,11538,0,-4.3989,-4.3989,-17.5957,0
7.5092,0.0266,18.7758,11444,0,-5.2151,-5.2151,-20.8605,25.0995
7.5358,0.0269,18.5981,11336,0,-5.265,-5.265,-21.0598,202.179
7.5627,0.0272,18.4015,11216,0,-5.3212,-5.3212,-21.2849,296.967
7.5898,0.0275,18.1975,11092,0,-5.3809,-5.3809,-21.5235,318.7914
7.6173,0.0278,17.9893,10965,0,-5.4431,-5.4431,-21.7726,370.3572
7.6451,0.0281,17.7638,10827,0,-5.5122,-5.5122,-22.049,480.8377
7.6733,0.0285,17.5243,10681,0,-5.5876,-5.5876,-22.3503,514.2931
7.7018,0.0289,17.2834,10535,0,-5.6655,-5.6655,-22.6618,478.3692
7.7307,0.0293,17.0417,10387,0,-5.7458,-5.7458,-22.9832,438.8354
7.7601,0.0298,16.7989,10239,0,-5.8288,-5.8288,-23.3154,404.5744
7.7898,0.0302,16.5546,10090,0,-5.9149,-5.9149,-23.6595,390.6464
7.82,0.0307,16.3036,9937.4,0,-6.0059,-6.0059,-24.0237,374.1529
7.8507,0.0312,16.051,9783.4,0,-6.1004,-6.1004,-24.4018,334.0062
7.8818,0.0317,15.797,9628.6,0,-6.1985,-6.1985,-24.7941,305.3144
7.9135,0.0322,15.5381,9470.8,0,-6.3018,-6.3018,-25.2072,290.9368
7.9457,0.0327,15.2735,9309.5,0,-6.411,-6.411,-25.644,275.1694
7.9784,0.0333,15.0036,9145,0,-6.5263,-6.5263,-26.1053,247.8732
8.0117,0.0339,14.7296,8978,0,-6.6477,-6.6477,-26.591,218.1529
8.0457,0.0346,14.4495,8807.2,0,-6.7766,-6.7766,-27.1064,175.7269
8.0803,0.0353,14.1682,8635.8,0,-6.7466,-6.7466,-26.9865,0
8.1156,0.0359,13.929,8490,0,-5.232,-5.232,-20.9281,0
8.1515,0.0364,13.7425,8376.3,0,-4.2875,-4.2875,-17.1501,0
8.1879,0.0369,13.5638,8267.4,0,-4.2049,-4.2049,-16.8194,0
8.2247,0.0374,13.3746,8152.1,0,-3.284,-3.284,-13.1358,0
8.2621,0.0378,13.215,8054.8,0,-1.3713,-1.3713,-5.4854,0
8.2999,0.0381,13.108,7989.6,0,-0.2911,-0.2911,-1.1646,0
8.3381,0.0385,12.9817,7912.6,0.3047,0,0.3047,1.2189,0
8.3766,0.039,12.8332,7822.1,1.442,0,1.442,5.7682,0
8.4156,0.0394,12.7012,7741.6,2.0815,0,2.0815,8.3261,0
8.4549,0.0398,12.5715,7662.6,2.9759,0,2.9759,11.9037,0
8.4947,0.0402,12.4531,7590.4,4.3357,0,4.3357,17.3426,0
8.5349,0.0405,12.3502,7527.7,4.2302,0,4.2302,16.9206,0
8.5753,0.0409,12.2368,7458.5,4.3612,0,4.3612,17.4447,0
8.6162,0.0412,12.1309,7394,4.4778,0,4.4778,17.9111,0
8.6574,0.0417,11.9863,7305.9,3.455,0,3.455,13.8202,0
8.6991,0.0422,11.8596,7228.7,3.9705,0,3.9705,15.8821,0
8.7413,0.0423,11.8259,7208.1,6.7132,0,6.7132,26.853,0
8.7836,0.0423,11.8064,7196.2,8.2419,0,8.2419,32.9677,0
8.8259,0.0424,11.7972,7190.6,6.4247,0,6.4247,25.6989,0
8.8683,0.0424,11.7963,7190.1,8.0384,0,8.0384,32.1536,0
8.9107,0.0423,11.8172,7202.8,10.036,0,10.036,40.144,0
8.953,0.0422,11.8409,7217.2,7.364,0,7.364,29.456,0
8.9952,0.0419,11.921,7266.1,7.479,0,7.479,29.9159,0
9.0372,0.0416,12.022,7327.7,9.7699,0,9.7699,39.0795,0
9.0788,0.0413,12.108,7380.1,7.0182,0,7.0182,28.0726,0
9.1201,0.041,12.2005,7436.5,3.8267,0,3.8267,15.3067,0
9.161,0.0406,12.3027,7498.8,3.7748,0,3.7748,15.0992,0
9.2017,0.0403,12.4042,7560.6,3.3872,0,3.3872,13.5487,0
9.242,0.0401,12.4706,7601.1,2.7256,0,2.7256,10.9025,0
9.2821,0.0398,12.5577,7654.1,3.6177,0,3.6177,14.471,0
9.3219,0.0394,12.6953,7738,4.128,0,4.128,16.5119,0
9.3613,0.039,12.8214,7814.9,4.5759,0,4.5759,18.3037,0
9.4003,0.0387,12.9169,7873.1,3.8173,0,3.8173,15.2693,0
9.439,0.0384,13.005,7926.8,4.3126,0,4.3126,17.2505,0
9.4774,0.0382,13.0978,7983.4,6.0737,0,6.0737,24.2948,0
9.5156,0.0379,13.2002,8045.8,6.2313,0,6.2313,24.9252,0
9.5535,0.0376,13.281,8095.1,6.4407,0,6.4407,25.7626,0
9.5911,0.0375,13.3211,8119.5,6.0043,0,6.0043,24.0174,0
9.6287,0.0375,13.3335,8127,6.3988,0,6.3988,25.5954,0
9.6662,0.0373,13.3913,8162.3,7.7463,0,7.7463,30.9852,0
9.7035,0.0372,13.4483,8197,8.8622,0,8.8622,35.4487,0
9.7407,0.0371,13.4834,8218.4,9.1589,0,9.1589,36.6355,0
9.7778,0.0369,13.5509,8259.6,7.2459,0,7.2459,28.9838,0
9.8147,0.0366,13.677,8336.4,8.4135,0,8.4135,33.654,0
9.8512,0.0362,13.8062,8415.2,10.2341,0,10.2341,40.9364,0
9.8874,0.0359,13.9163,8482.3,7.7713,0,7.7713,31.0851,0
9.9234,0.0357,14.019,8544.9,7.47,0,7.47,29.88,0
9.959,0.0354,14.1367,8616.6,8.1514,0,8.1514,32.6054,0
9.9944,0.0351,14.2581,8690.6,7.5119,0,7.5119,30.0477,0
10.0295,0.0348,14.3546,8749.4,7.1951,0,7.1951,28.7805,0
10.0643,0.0346,14.4464,8805.4,7.0924,0,7.0924,28.3695,0
10.0989,0.0344,14.5531,8870.4,7.4626,0,7.4626,29.8502,0
10.1333,0.0341,14.6639,8937.9,8.0534,0,8.0534,32.2136,0
10.1674,0.0338,14.7784,9007.7,7.5549,0,7.5549,30.2194,0
10.2012,0.0336,14.8913,9076.5,6.8703,0,6.8703,27.4811,0
10.2348,0.0333,15.003,9144.6,6.6822,0,6.6822,26.7286,0
10.2681,0.0331,15.1199,9215.9,6.9008,0,6.9008,27.6033,0
10.3012,0.0328,15.2304,9283.2,6.3918,0,6.3918,25.5673,0
10.334,0.0326,15.326,9341.5,6,0,6,23.9999,0
10.3666,0.0324,15.4168,9396.8,6.3937,0,6.3937,25.5746,0
10.3991,0.0322,15.5183,9458.7,6.5439,0,6.5439,26.1755,0
10.4313,0.032,15.6227,9522.4,6.3305,0,6.3305,25.3222,0
10.4633,0.0318,15.7205,9582,6.5131,0,6.5131,26.0523,0
10.4951,0.0316,15.8232,9644.6,6.6328,0,6.6328,26.5311,0
10.5267,0.0314,15.9235,9705.7,6.1601,0,6.1601,24.6403,0
10.5581,0.0312,16.0211,9765.2,6.2525,0,6.2525,25.0099,0
10.5893,0.031,16.1342,9834.1,6.6771,0,6.6771,26.7082,0
10.6203,0.0308,16.2553,9908,6.3625,0,6.3625,25.45,0
10.651,0.0305,16.3697,9977.7,5.8505,0,5.8505,23.4019,0
10.6816,0.0304,16.4678,10037,5.3474,0,5.3474,21.3897,0
10.712,0.0303,16.5279,10074,3.2335,0,3.2335,12.9338,0
10.7422,0.0303,16.509,10063,0.5669,0,0.5669,2.2676,0
10.7725,0.0304,16.4225,10010,0,-1.1871,-1.1871,-4.7485,0
10.8029,0.0307,16.3104,9941.5,0,-2.1552,-2.1552,-8.6207,0
10.8336,0.0309,16.1842,9864.6,0,-2.1288,-2.1288,-8.5152,0
10.8645,0.0311,16.0575,9787.4,0,-2.625,-2.625,-10.4999,0
10.8956,0.0314,15.9054,9694.7,0,-4.6209,-4.6209,-18.4834,0
