# BOSCH-DARAB extract file created 02.04.2026 13:53:22
#
# Data from source file "f34_20260324_23----	G:\Shared drives\RIT Formula SAE\F34 (2025-2026)\Testing\20260401 First Skidpad & AutoX\Data\f34_20260324_234140.bmsbin	G:\Shared drives\RIT Formula SAE\F34 (2025-2026)\Testing\20260401 First Skidpad & AutoX\Data\f34_20260324_235017.bmsbin	G:\Shared drives\RIT Formula SAE\F34 (2025-2026)\Testing\20260401 First Skidpad & AutoX\Data\f34_20260324_235339.bmsbin	G:\Shared drives\RIT Formula SAE\F34 (2025-2026)\Testing\20260401 First Skidpad & AutoX\Data\f34_20260324_235628.bmsbin	CDarabFileGroup"
# where 0.000 <= xtime <= 948.996
# 
xtime    [s]	2_SSDB_brake_pressure_front_raw[none]	2_VC_PedalInputsRaw_BrakesRear_ADC[none]	Accel X Calibrated[]
        197.500	            483	            549	          0.216
        197.600	            483	            550	          0.163
        197.700	            486	            551	          0.009
        197.800	            491	            551	          0.007
        197.900	            485	            550	          0.296
        198.000	            486	            550	          0.400
        198.100	            491	            551	          0.366
        198.200	            493	            553	          0.119
        198.300	            494	            551	         -0.109
        198.400	            493	            553	          0.056
        198.500	            493	            553	          0.311
        198.600	            488	            552	          0.319
        198.700	            486	            551	          0.388
        198.800	            487	            553	         -0.012
        198.900	            494	            554	         -0.106
        199.000	            487	            552	          0.085
        199.100	            489	            551	          0.366
        199.200	            495	            552	          0.418
        199.300	            489	            555	          0.219
        199.400	            487	            554	         -0.107
        199.500	            490	            555	          0.080
        199.600	            486	            554	          0.268
        199.700	            490	            554	          0.238
        199.800	            489	            553	          0.387
        199.900	            490	            553	          0.204
        200.000	            487	            553	         -0.014
        200.100	            490	            551	         -0.059
        200.200	            490	            553	          0.077
        200.300	            492	            554	          0.433
        200.400	            480	            547	          0.538
        200.500	            482	            543	          0.075
        200.600	            486	            544	         -0.074
        200.700	            483	            544	          0.058
        200.800	            484	            544	          0.204
        200.900	            483	            544	          0.413
        201.000	            481	            546	          0.321
        201.100	            488	            548	          0.097
        201.200	            483	            547	          0.003
        201.300	            481	            548	         -0.005
        201.400	            490	            551	          0.272
        201.500	            485	            551	          0.482
        201.600	            482	            553	          0.257
        201.700	            489	            554	          0.034
        201.800	            486	            556	         -0.014
        201.900	            491	            555	          0.057
        202.000	            482	            553	          0.280
        202.100	            488	            547	          0.429
        202.200	            487	            547	          0.262
        202.300	            479	            548	          0.037
        202.400	            481	            548	         -0.153
        202.500	            484	            548	          0.155
        202.600	            491	            549	          0.485
        202.700	            491	            548	          0.377
        202.800	            481	            549	          0.065
        202.900	            484	            548	         -0.088
        203.000	            491	            548	         -0.013
        203.100	            482	            548	          0.292
        203.200	            484	            548	          0.328
        203.300	            488	            548	          0.367
        203.400	            482	            550	          0.162
        203.500	            487	            550	         -0.115
        203.600	            487	            551	          0.072
        203.700	            486	            549	          0.062
        203.800	            484	            552	          0.339
        203.900	            490	            550	          0.407
        204.000	            484	            550	          0.118
        204.100	            491	            550	         -0.019
        204.200	            484	            551	          0.027
        204.300	            489	            551	          0.204
        204.400	            483	            550	          0.522
        204.500	            485	            549	          0.365
        204.600	            486	            549	         -0.005
        204.700	            488	            550	         -0.013
        204.800	            490	            550	          0.012
        204.900	            485	            552	          0.194
        205.000	            485	            551	          0.267
        205.100	            488	            551	         -0.047
        205.200	            488	            553	          0.509
        205.300	            483	            551	          0.407
        205.400	            487	            552	         -0.122
        205.500	            493	            551	          0.296
        205.600	            495	            552	          0.183
        205.700	            484	            552	         -0.045
        205.800	            488	            553	         -0.026
        205.900	            486	            551	          0.024
        206.000	            493	            551	          0.366
        206.100	            485	            553	          0.104
        206.200	            486	            553	          0.482
        206.300	            493	            552	          0.239
        206.400	            492	            551	          0.157
        206.500	            486	            550	         -0.045
        206.600	            486	            552	          0.032
        206.700	            485	            551	          0.347
        206.800	            487	            552	          0.439
        206.900	            488	            552	          0.286
        207.000	            485	            551	          0.040
        207.100	            493	            552	         -0.086
        207.200	            485	            552	          0.141
        207.300	            486	            553	          0.263
        207.400	            489	            552	          0.250
        207.500	            495	            552	          0.458
        207.600	            487	            554	          0.362
        207.700	            496	            555	          0.069
        207.800	            492	            555	         -0.090
        207.900	            493	            556	         -0.057
        208.000	            498	            555	          0.296
        208.100	            491	            558	          0.440
        208.200	            489	            558	          0.296
        208.300	            495	            557	          0.359
        208.400	            488	            555	          0.276
        208.500	            494	            553	          0.030
        208.600	            495	            552	         -0.025
        208.700	            494	            554	         -0.050
        208.800	            496	            553	          0.174
        208.900	            493	            554	          0.433
        209.000	            486	            553	          0.319
        209.100	            496	            555	          0.322
        209.200	            497	            555	          0.238
        209.300	            488	            555	         -0.049
        209.400	            490	            554	         -0.082
        209.500	            491	            552	          0.041
        209.600	            495	            553	          0.091
        209.700	            487	            553	          0.388
        209.800	            497	            554	          0.459
        209.900	            495	            554	          0.287
        210.000	            487	            553	         -0.020
        210.100	            496	            555	         -0.098
        210.200	            488	            554	          0.163
        210.300	            497	            554	          0.531
        210.400	            491	            554	          0.330
        210.500	            491	            553	          0.203
        210.600	            497	            555	          0.065
        210.700	            490	            554	         -0.111
        210.800	            493	            554	          0.249
        210.900	            496	            554	          0.528
        211.000	            492	            555	          0.243
        211.100	            488	            554	         -0.027
        211.200	            496	            554	         -0.055
        211.300	            491	            554	          0.135
        211.400	            492	            555	          0.387
        211.500	            493	            553	          0.442
        211.600	            489	            554	          0.290
        211.700	            496	            555	          0.053
        211.800	            494	            555	         -0.150
        211.900	            493	            554	          0.072
        212.000	            492	            554	          0.473
        212.100	            495	            554	          0.357
        212.200	            491	            555	          0.209
        212.300	            499	            556	          0.123
        212.400	            500	            560	         -0.037
        212.500	            494	            560	          0.115
        212.600	            500	            559	          0.184
        212.700	            499	            559	          0.385
        212.800	            491	            560	          0.310
        212.900	            498	            559	         -0.012
        213.000	            495	            558	         -0.087
        213.100	            495	            555	          0.143
        213.200	            491	            555	          0.336
        213.300	            498	            555	          0.438
        213.400	            493	            556	          0.334
        213.500	            492	            553	         -0.056
        213.600	            490	            554	         -0.055
        213.700	            494	            556	          0.167
        213.800	            490	            555	          0.426
        213.900	            493	            555	          0.433
        214.000	            493	            555	          0.041
        214.100	            496	            554	         -0.023
        214.200	            494	            555	          0.095
        214.300	            488	            554	          0.214
        214.400	            495	            556	          0.454
        214.500	            496	            554	          0.250
        214.600	            489	            554	          0.002
        214.700	            493	            554	         -0.029
        214.800	            489	            555	          0.108
        214.900	            488	            555	          0.474
        215.000	            494	            557	          0.405
        215.100	            491	            555	          0.122
        215.200	            497	            555	          0.094
        215.300	            490	            555	         -0.011
        215.400	            499	            556	         -0.007
        215.500	            497	            555	          0.160
        215.600	            496	            556	          0.352
        215.700	            489	            557	          0.533
        215.800	            493	            555	          0.317
        215.900	            491	            553	          0.034
        216.000	            491	            556	          0.024
        216.100	            489	            555	          0.007
        216.200	            490	            557	          0.012
        216.300	            498	            553	          0.044
        216.400	            449	            507	          0.381
        216.500	            356	            405	          0.602
        216.600	            356	            405	          0.239
        216.700	            358	            404	          0.231
        216.800	            362	            403	          1.780
        216.900	            356	            404	          0.679
        217.000	            363	            408	          4.549
        217.100	            356	            406	          5.964
        217.200	            363	            407	          6.330
        217.300	            357	            407	          6.761
        217.400	            359	            408	          6.905
        217.500	            359	            408	          7.050
        217.600	            361	            406	          6.352
        217.700	            360	            409	          5.252
        217.800	            360	            405	          6.786
        217.900	            359	            409	          6.416
        218.000	            359	            408	          5.664
        218.100	            356	            406	          5.495
        218.200	            357	            406	          6.306
        218.300	            361	            407	          5.403
        218.400	            359	            407	          5.714
        218.500	            363	            407	          5.962
        218.600	            356	            406	          3.515
        218.700	            356	            407	         -1.056
        218.800	            357	            405	         -1.557
        218.900	            356	            407	         -0.194
        219.000	            358	            404	         -0.083
        219.100	            356	            405	         -1.383
        219.200	            356	            405	         -0.529
        219.300	            359	            404	          0.218
        219.400	            359	            406	          0.148
        219.500	            361	            405	          0.311
        219.600	            355	            405	          0.806
        219.700	            364	            406	         -1.154
        219.800	            360	            404	          0.051
        219.900	            359	            404	         -0.423
        220.000	            358	            405	         -0.039
        220.100	            358	            404	         -1.397
        220.200	            362	            403	         -1.357
        220.300	            359	            406	         -1.011
        220.400	            360	            405	         -0.263
        220.500	            354	            405	         -0.936
        220.600	            360	            408	         -0.041
        220.700	            361	            404	         -2.508
        220.800	            354	            403	         -2.330
        220.900	            356	            406	         -2.033
        221.000	            360	            404	          0.339
        221.100	            360	            404	         -0.588
        221.200	            360	            406	         -1.634
        221.300	            355	            405	          0.923
        221.400	            361	            404	          1.779
        221.500	            362	            405	          0.693
        221.600	            356	            408	         -0.932
        221.700	            354	            405	         -0.562
        221.800	            356	            405	         -0.430
        221.900	            360	            407	          0.486
        222.000	            359	            405	          0.783
        222.100	            361	            405	          1.220
        222.200	            356	            405	         -0.313
        222.300	            358	            406	         -0.366
        222.400	            360	            403	         -1.090
        222.500	            356	            405	         -2.562
        222.600	            361	            404	         -2.377
        222.700	            358	            404	         -2.104
        222.800	            361	            403	          0.116
        222.900	            357	            403	         -0.368
        223.000	            355	            405	          0.089
        223.100	            361	            405	          0.398
        223.200	            358	            404	         -0.253
        223.300	            362	            404	          0.122
        223.400	            359	            405	         -0.120
        223.500	            356	            405	         -0.088
        223.600	            361	            404	         -0.543
        223.700	            356	            403	          2.200
        223.800	            362	            404	         -1.095
        223.900	            361	            403	         -1.097
        224.000	            360	            405	         -0.145
        224.100	            362	            403	          0.184
        224.200	            358	            404	         -0.588
        224.300	            358	            404	         -1.443
        224.400	            357	            404	          0.604
        224.500	            356	            405	         -2.052
        224.600	            360	            405	         -2.587
        224.700	            355	            405	         -2.962
        224.800	            361	            404	         -0.852
        224.900	            358	            404	         -0.126
        225.000	            356	            404	         -0.716
        225.100	            358	            406	          0.830
        225.200	            362	            403	         -0.155
        225.300	            355	            404	         -1.814
        225.400	            362	            404	          1.234
        225.500	            357	            407	          0.625
        225.600	            362	            404	          0.125
        225.700	            356	            403	          1.101
        225.800	            361	            405	          1.532
        225.900	            359	            407	          1.040
        226.000	            355	            404	          1.880
        226.100	            356	            407	         -1.066
        226.200	            363	            403	         -1.471
        226.300	            360	            405	          3.037
        226.400	            362	            407	          1.187
        226.500	            355	            404	          1.519
        226.600	            362	            405	          1.083
        226.700	            361	            405	         -0.281
        226.800	            359	            404	          0.584
        226.900	            359	            403	          0.123
        227.000	            361	            403	         -0.601
        227.100	            357	            404	         -1.105
        227.200	            358	            404	          1.036
        227.300	            362	            404	          1.019
        227.400	            361	            406	         -1.667
        227.500	            361	            405	         -0.907
        227.600	            360	            404	          0.654
        227.700	            359	            404	         -0.703
        227.800	            361	            405	         -2.154
        227.900	            360	            404	          0.287
        228.000	            358	            404	         -0.798
        228.100	            362	            405	          0.217
        228.200	            357	            403	         -1.802
        228.300	            362	            403	          0.629
        228.400	            361	            405	          2.504
        228.500	            363	            405	         -0.495
        228.600	            354	            406	         -1.586
        228.700	            362	            405	          0.759
        228.800	            357	            405	          2.162
        228.900	            358	            404	         -0.795
        229.000	            362	            404	         -0.264
        229.100	            357	            404	          1.160
        229.200	            360	            405	          0.032
        229.300	            356	            405	          1.241
        229.400	            363	            403	         -0.876
        229.500	            357	            408	         -0.381
        229.600	            356	            405	          2.352
        229.700	            356	            405	          1.188
        229.800	            361	            404	          1.547
        229.900	            363	            407	          0.715
        230.000	            362	            407	          2.206
        230.100	            363	            405	         -0.572
        230.200	            361	            406	         -1.866
        230.300	            365	            405	         -0.574
        230.400	            363	            405	         -2.782
        230.500	            373	            411	         -3.177
        230.600	            484	            529	         -3.740
        230.700	            462	            506	         -3.693
        230.800	            378	            429	         -2.378
        230.900	            359	            407	         -3.164
        231.000	            370	            410	         -2.969
        231.100	            462	            499	         -3.846
        231.200	            380	            433	         -2.333
        231.300	            356	            408	         -1.025
        231.400	            362	            408	         -3.714
        231.500	            361	            405	          0.512
        231.600	            363	            408	          2.613
        231.700	            362	            408	          3.383
        231.800	            358	            407	         -0.467
        231.900	            359	            409	         -1.775
        232.000	            358	            407	          0.602
        232.100	            360	            408	          0.044
        232.200	            362	            406	          1.126
        232.300	            360	            407	          1.259
        232.400	            363	            407	          0.758
        232.500	            363	            407	          1.653
        232.600	            363	            407	         -0.290
        232.700	            359	            409	         -0.696
        232.800	            363	            407	          0.504
        232.900	            364	            406	         -0.229
        233.000	            364	            406	         -0.470
        233.100	            362	            407	         -0.382
        233.200	            357	            406	         -0.605
        233.300	            364	            406	         -2.323
        233.400	            362	            407	         -2.932
        233.500	            358	            407	          1.225
        233.600	            357	            409	         -0.386
        233.700	            363	            408	          0.921
        233.800	            356	            405	         -0.162
        233.900	            363	            405	         -0.302
        234.000	            362	            407	          0.574
        234.100	            357	            408	          1.072
        234.200	            359	            407	         -0.578
        234.300	            362	            409	         -0.995
        234.400	            359	            407	         -0.633
        234.500	            358	            405	         -0.617
        234.600	            361	            407	         -0.820
        234.700	            358	            407	         -1.616
        234.800	            357	            407	          0.732
        234.900	            358	            406	          0.166
        235.000	            362	            406	          0.917
        235.100	            356	            406	          0.469
        235.200	            362	            409	          0.458
        235.300	            358	            409	          0.317
        235.400	            363	            408	         -0.550
        235.500	            356	            406	         -0.410
        235.600	            362	            407	          0.008
        235.700	            356	            407	          1.468
        235.800	            359	            406	         -1.160
        235.900	            362	            406	          1.057
        236.000	            362	            406	         -0.667
        236.100	            357	            406	         -0.307
        236.200	            361	            406	          2.378
        236.300	            360	            407	          2.585
        236.400	            359	            407	         -0.125
        236.500	            363	            407	          2.192
        236.600	            357	            405	          2.336
        236.700	            362	            405	          1.194
        236.800	            358	            405	         -0.104
        236.900	            361	            406	         -0.742
        237.000	            362	            404	         -0.113
        237.100	            362	            408	         -2.727
        237.200	            359	            407	          0.682
        237.300	            356	            406	          0.190
        237.400	            359	            407	          0.228
        237.500	            357	            406	          0.608
        237.600	            363	            406	         -0.755
        237.700	            363	            407	         -0.692
        237.800	            356	            406	         -0.228
        237.900	            357	            407	          0.766
        238.000	            355	            407	         -1.914
        238.100	            363	            405	         -1.160
        238.200	            363	            407	          0.524
        238.300	            359	            407	         -0.612
        238.400	            362	            406	          1.008
        238.500	            365	            406	         -0.304
        238.600	            358	            406	          2.566
        238.700	            359	            405	          0.287
        238.800	            362	            405	          1.711
        238.900	            358	            405	          1.466
        239.000	            364	            404	          2.597
        239.100	            359	            406	         -1.304
        239.200	            358	            406	          1.223
        239.300	            363	            406	          1.387
        239.400	            361	            408	          0.267
        239.500	            360	            406	          0.531
        239.600	            359	            406	          1.313
        239.700	            358	            407	          1.646
        239.800	            361	            406	         -0.451
        239.900	            355	            406	         -0.855
        240.000	            356	            409	          0.328
        240.100	            360	            406	         -2.595
        240.200	            355	            406	          0.310
        240.300	            360	            408	         -1.535
        240.400	            359	            408	         -0.031
        240.500	            358	            405	         -1.193
        240.600	            356	            405	          1.251
        240.700	            358	            406	         -1.009
        240.800	            359	            406	          1.653
        240.900	            359	            408	          2.151
        241.000	            358	            407	          3.266
        241.100	            356	            408	          1.123
        241.200	            592	            667	         -3.051
        241.300	            751	            819	         -4.614
        241.400	            753	            868	         -5.558
        241.500	            797	            879	         -5.545
        241.600	            838	            925	         -5.606
        241.700	            865	            971	         -5.501
        241.800	            849	            930	         -6.102
        241.900	            775	            850	         -5.199
        242.000	            671	            753	         -5.284
        242.100	            555	            606	         -3.714
        242.200	            419	            464	         -1.568
        242.300	            358	            406	         -1.543
        242.400	            359	            406	         -2.045
        242.500	            356	            405	         -1.045
        242.600	            356	            407	         -1.257
        242.700	            357	            408	         -0.529
        242.800	            362	            408	         -1.995
        242.900	            362	            406	         -1.036
        243.000	            359	            406	         -0.413
        243.100	            356	            406	          0.513
        243.200	            359	            406	         -0.373
        243.300	            356	            405	          0.173
        243.400	            362	            406	          0.429
        243.500	            359	            406	          0.309
        243.600	            362	            406	          0.283
        243.700	            359	            407	          0.048
        243.800	            363	            407	          0.644
        243.900	            361	            406	         -0.273
        244.000	            360	            405	         -0.258
        244.100	            356	            405	          0.531
        244.200	            362	            406	          1.228
        244.300	            363	            406	          0.024
        244.400	            362	            405	         -0.193
        244.500	            358	            407	          0.727
        244.600	            361	            407	          0.574
        244.700	            357	            407	          0.985
        244.800	            363	            406	          0.039
        244.900	            356	            407	          0.692
        245.000	            359	            406	          0.236
        245.100	            357	            406	          0.740
        245.200	            362	            405	          0.476
        245.300	            361	            406	          0.139
        245.400	            357	            406	         -1.183
        245.500	            357	            406	          1.195
        245.600	            363	            406	         -0.235
        245.700	            360	            406	          0.462
        245.800	            359	            405	          0.638
        245.900	            359	            406	          0.950
        246.000	            359	            407	          0.714
        246.100	            356	            407	          0.872
        246.200	            363	            406	          0.653
        246.300	            360	            406	          0.569
        246.400	            363	            406	          0.613
        246.500	            356	            406	          0.190
        246.600	            360	            407	          0.176
        246.700	            359	            407	          0.265
        246.800	            362	            405	         -0.052
        246.900	            359	            406	          0.915
        247.000	            358	            407	          0.284
        247.100	            362	            406	         -0.026
        247.200	            361	            406	          0.116
        247.300	            361	            406	          0.377
        247.400	            358	            405	         -0.149
        247.500	            360	            408	         -0.196
        247.600	            357	            407	          0.820
        247.700	            359	            408	          0.446
        247.800	            362	            406	          2.099
        247.900	            362	            408	          1.278
        248.000	            363	            406	          1.623
        248.100	            356	            407	          0.199
        248.200	            362	            406	          0.488
        248.300	            361	            405	          0.907
        248.400	            358	            405	          0.613
        248.500	            358	            407	          0.976
        248.600	            355	            406	          0.720
        248.700	            361	            405	          0.502
        248.800	            358	            408	          0.583
        248.900	            358	            407	          0.867
        249.000	            362	            407	          1.527
        249.100	            360	            407	          0.274
        249.200	            357	            406	          0.232
        249.300	            358	            406	          0.239
        249.400	            361	            407	          0.997
        249.500	            356	            407	         -0.495
        249.600	            363	            407	         -1.007
        249.700	            378	            415	         -0.652
        249.800	            441	            492	         -1.897
        249.900	            481	            544	         -2.180
        250.000	            520	            594	         -3.435
        250.100	            523	            606	         -3.241
        250.200	            529	            589	         -1.669
        250.300	            518	            583	         -2.721
        250.400	            495	            539	         -1.727
        250.500	            458	            520	         -2.185
        250.600	            436	            485	         -1.894
        250.700	            396	            451	         -2.662
        250.800	            402	            461	         -2.044
        250.900	            393	            447	         -2.332
        251.000	            378	            429	         -2.415
        251.100	            367	            416	         -1.500
        251.200	            361	            403	         -2.231
        251.300	            356	            404	         -0.921
        251.400	            361	            405	         -1.162
        251.500	            359	            404	         -0.981
        251.600	            361	            405	         -2.038
        251.700	            362	            403	         -2.688
        251.800	            361	            403	         -1.123
        251.900	            356	            407	         -1.791
        252.000	            359	            404	         -3.287
        252.100	            368	            408	         -0.900
        252.200	            421	            467	         -2.767
        252.300	            468	            512	         -3.102
        252.400	            494	            555	         -3.203
        252.500	            524	            565	         -2.134
        252.600	            525	            554	         -2.340
        252.700	            543	            610	         -2.614
        252.800	            634	            693	         -3.113
        252.900	            652	            709	         -3.443
        253.000	            599	            652	         -3.022
        253.100	            530	            595	         -2.272
        253.200	            543	            618	         -2.636
        253.300	            575	            649	         -2.985
        253.400	            550	            625	          0.488
        253.500	            370	            418	         -0.068
        253.600	            361	            407	          0.408
        253.700	            362	            407	          0.232
        253.800	            361	            406	          0.261
        253.900	            360	            406	          0.094
        254.000	            361	            407	         -0.034
        254.100	            361	            406	          0.283
        254.200	            361	            406	          0.101
        254.300	            363	            406	          2.939
        254.400	            361	            406	          5.214
        254.500	            359	            408	          7.002
        254.600	            355	            408	          6.369
        254.700	            356	            407	          6.540
        254.800	            357	            408	          6.211
        254.900	            357	            405	          6.576
        255.000	            363	            407	          7.643
        255.100	            358	            406	          6.041
        255.200	            358	            407	          6.357
        255.300	            359	            407	          7.264
        255.400	            356	            407	          6.899
        255.500	            362	            408	          6.008
        255.600	            362	            407	          5.661
        255.700	            356	            408	          5.677
        255.800	            362	            407	          5.435
        255.900	            362	            405	          6.068
        256.000	            360	            407	          5.067
        256.100	            359	            408	          5.830
        256.200	            357	            406	          0.377
        256.300	            358	            405	         -1.782
        256.400	            362	            407	         -1.763
        256.500	            363	            403	         -0.526
        256.600	            359	            403	          0.109
        256.700	            361	            404	         -0.043
        256.800	            358	            404	         -0.738
        256.900	            356	            404	         -0.187
        257.000	            358	            406	         -0.612
        257.100	            360	            404	         -2.772
        257.200	            363	            404	          1.971
        257.300	            362	            405	          2.537
        257.400	            364	            404	         -1.658
        257.500	            362	            405	          1.544
        257.600	            360	            404	         -0.233
        257.700	            361	            404	          2.365
        257.800	            361	            404	         -0.615
        257.900	            360	            405	         -1.299
        258.000	            362	            403	         -0.538
        258.100	            361	            404	         -0.838
        258.200	            362	            405	          1.558
        258.300	            355	            405	         -1.921
        258.400	            359	            404	         -2.330
        258.500	            363	            403	         -0.482
        258.600	            359	            405	          0.483
        258.700	            356	            406	          0.442
        258.800	            359	            404	         -1.060
        258.900	            359	            404	          0.014
        259.000	            356	            404	          0.649
        259.100	            359	            405	          0.842
        259.200	            361	            404	          1.087
        259.300	            362	            404	          1.053
        259.400	            358	            404	          1.389
        259.500	            357	            404	         -0.750
        259.600	            362	            404	          0.996
        259.700	            355	            404	          0.385
        259.800	            357	            404	          0.294
        259.900	            361	            405	          0.768
        260.000	            357	            404	         -0.579
        260.100	            361	            403	         -0.689
        260.200	            363	            405	         -1.577
        260.300	            362	            404	         -1.029
        260.400	            360	            404	          0.619
        260.500	            360	            404	          1.524
        260.600	            357	            404	          2.394
        260.700	            362	            404	         -0.584
        260.800	            362	            405	          0.443
        260.900	            360	            403	         -0.107
        261.000	            361	            404	          0.770
        261.100	            356	            404	         -0.704
        261.200	            357	            404	          0.559
        261.300	            359	            405	          1.025
        261.400	            356	            404	          0.800
        261.500	            356	            406	         -0.360
        261.600	            363	            404	          1.876
        261.700	            363	            405	          0.864
        261.800	            359	            405	          0.739
        261.900	            364	            402	         -1.688
        262.000	            358	            404	          0.234
        262.100	            360	            403	          0.291
        262.200	            355	            405	         -0.160
        262.300	            357	            405	          0.127
        262.400	            359	            404	          0.932
        262.500	            355	            403	          1.665
        262.600	            363	            404	          0.417
        262.700	            358	            406	          1.384
        262.800	            362	            404	          0.654
        262.900	            358	            404	          0.930
        263.000	            358	            404	          1.331
        263.100	            360	            404	          0.602
        263.200	            355	            405	          0.278
        263.300	            356	            403	          0.665
        263.400	            362	            404	         -0.797
        263.500	            357	            404	          0.622
        263.600	            361	            403	         -0.538
        263.700	            357	            403	         -1.433
        263.800	            359	            403	         -0.133
        263.900	            363	            404	         -2.898
        264.000	            363	            404	          0.061
        264.100	            356	            403	          0.762
        264.200	            360	            404	          1.542
        264.300	            357	            405	          0.932
        264.400	            355	            404	          2.890
        264.500	            355	            406	          1.182
        264.600	            361	            405	         -0.008
        264.700	            355	            406	          0.130
        264.800	            357	            404	          0.048
        264.900	            356	            403	         -0.415
        265.000	            355	            405	         -0.651
        265.100	            360	            403	         -0.859
        265.200	            359	            404	          0.169
        265.300	            361	            403	          0.337
        265.400	            359	            404	         -0.305
        265.500	            358	            405	          1.444
        265.600	            357	            403	         -0.973
        265.700	            356	            405	         -0.675
        265.800	            357	            404	          2.636
        265.900	            358	            404	         -0.019
        266.000	            363	            404	          1.342
        266.100	            360	            404	          0.226
        266.200	            355	            403	          1.449
        266.300	            360	            405	          0.185
        266.400	            356	            404	          1.499
        266.500	            358	            403	          1.094
        266.600	            360	            404	          2.554
        266.700	            363	            404	          1.438
        266.800	            363	            403	          3.335
        266.900	            361	            405	          3.362
        267.000	            357	            404	         -0.635
        267.100	            399	            429	         -0.370
        267.200	            369	            411	         -2.352
        267.300	            360	            406	         -2.748
        267.400	            363	            407	         -0.824
        267.500	            358	            406	         -2.471
        267.600	            359	            407	         -1.550
        267.700	            357	            406	         -1.734
        267.800	            358	            404	         -0.831
